[2200, 1700]
[paragraph, [278.0, 81.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 117.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 153.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 189.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 225.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 261.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 297.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 333.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 369.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 405.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 441.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 477.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 513.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 549.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 585.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 621.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 657.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 693.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 729.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 765.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 801.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 837.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 873.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 909.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 945.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 981.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1017.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1053.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1089.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1125.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1161.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1197.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1233.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1269.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1305.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1341.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1377.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1413.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1449.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1485.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [278.0, 1521.0, 1100.0, 36.0], shoonya_1sRWYLS3O3BG1J, 5731361]
[paragraph, [276.0, 1582.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1618.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1654.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1690.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1726.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1762.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1798.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1834.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1870.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1906.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[paragraph, [276.0, 1942.0, 1085.0, 36.0], shoonya_0s4ZXI8DWJAH0N, 5731361]
[folio, [362.0, 2030.0, 403.0, 36.0], wTJZCEPPCS, 5731361]
