[1275, 750]
[folio, [231.0, 85.0, 284.0, 18.0], shoonya_0sEW21WLOH1W3F, 5766941]
[folio, [231.0, 103.0, 284.0, 18.0], shoonya_0sEW21WLOH1W3F, 5766941]
[paragraph, [92.0, 159.0, 450.0, 18.0], GK5TKNrdHH, 5766941]
[paragraph, [92.0, 177.0, 450.0, 18.0], GK5TKNrdHH, 5766941]
[paragraph, [92.0, 195.0, 450.0, 18.0], GK5TKNrdHH, 5766941]
[paragraph, [92.0, 213.0, 450.0, 18.0], GK5TKNrdHH, 5766941]
[paragraph, [92.0, 231.0, 450.0, 18.0], GK5TKNrdHH, 5766941]
[paragraph, [559.0, 243.0, 119.0, 18.0], mV4ClOGZ2Y, 5766941]
[paragraph, [559.0, 261.0, 119.0, 18.0], mV4ClOGZ2Y, 5766941]
[paragraph, [64.0, 290.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 308.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 326.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 344.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 362.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 380.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 398.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 416.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 434.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 452.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 470.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 488.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 506.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 524.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 542.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 560.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 578.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 596.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 614.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 632.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 650.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 668.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 686.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 704.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 722.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 740.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 758.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 776.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 794.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 812.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 830.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 848.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 866.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 884.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 902.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 920.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 938.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 956.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 974.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 992.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1010.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1028.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1046.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1064.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1082.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1100.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1118.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1136.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
[paragraph, [64.0, 1154.0, 613.0, 18.0], TZ4flVDJK6, 5766941]
