[1298, 853]
[section-title, [323.0, 64.0, 241.0, 30.0], shoonya_1sH3ADLGMXHLUE, 5710345]
[paragraph, [63.0, 113.0, 747.0, 18.0], shoonya_4sZAMCO35UC1AL, 5710345]
[paragraph, [63.0, 131.0, 747.0, 18.0], shoonya_4sZAMCO35UC1AL, 5710345]
[paragraph, [63.0, 149.0, 747.0, 18.0], shoonya_4sZAMCO35UC1AL, 5710345]
[paragraph, [63.0, 167.0, 747.0, 18.0], shoonya_4sZAMCO35UC1AL, 5710345]
[paragraph, [57.0, 203.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 221.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 239.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 257.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 275.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 293.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 311.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [57.0, 329.0, 755.0, 18.0], shoonya_6sUP4CQIBYG6TA, 5710345]
[paragraph, [60.0, 366.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 384.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 402.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 420.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 438.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 456.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 474.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 492.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 510.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 528.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 546.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 564.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 582.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 600.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 618.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 636.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 654.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 672.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 690.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 708.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 726.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [60.0, 744.0, 753.0, 18.0], C85inJBYFZ, 5710345]
[paragraph, [65.0, 773.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 791.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 809.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 827.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 845.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 863.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 881.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 899.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 917.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 935.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 953.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 971.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 989.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1007.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1025.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1043.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1061.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1079.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1097.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1115.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1133.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1151.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1169.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1187.0, 732.0, 18.0], AT2f53vFNv, 5710345]
[paragraph, [65.0, 1205.0, 732.0, 18.0], AT2f53vFNv, 5710345]
