[1320, 1176]
[folio, [72.0, 62.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[folio, [72.0, 80.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[folio, [72.0, 98.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[folio, [72.0, 116.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[folio, [72.0, 134.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[folio, [72.0, 152.0, 150.0, 18.0], shoonya_0sOSU466SAHD5D, 5694117]
[chapter-title, [130.0, 211.0, 215.0, 30.0], rxZ6uGcEGA, 5694117]
[chapter-title, [130.0, 241.0, 215.0, 30.0], rxZ6uGcEGA, 5694117]
[paragraph, [416.0, 229.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 247.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 265.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 283.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 301.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 319.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 337.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 355.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 373.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 391.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 409.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 427.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 445.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 463.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 481.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 499.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 517.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 535.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 553.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 571.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 589.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 607.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 625.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [416.0, 643.0, 312.0, 18.0], 6BUo65-zd7, 5694117]
[paragraph, [79.0, 368.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 386.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 404.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 422.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 440.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 458.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 476.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 494.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 512.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 530.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 548.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 566.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 584.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 602.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 620.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [79.0, 638.0, 314.0, 18.0], t25rVf3DMK, 5694117]
[paragraph, [76.0, 706.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 724.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 742.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 760.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 778.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 796.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 814.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 832.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 850.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 868.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [76.0, 886.0, 320.0, 18.0], yTt-IoSbyf, 5694117]
[paragraph, [412.0, 723.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 741.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 759.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 777.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 795.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 813.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 831.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 849.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 867.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 885.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 903.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 921.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 939.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 957.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 975.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [412.0, 993.0, 308.0, 18.0], a35FvbDirz, 5694117]
[paragraph, [73.0, 935.0, 317.0, 18.0], LPZ5rAZlf_, 5694117]
[paragraph, [73.0, 953.0, 317.0, 18.0], LPZ5rAZlf_, 5694117]
[paragraph, [73.0, 971.0, 317.0, 18.0], LPZ5rAZlf_, 5694117]
[paragraph, [73.0, 989.0, 317.0, 18.0], LPZ5rAZlf_, 5694117]
[paragraph, [73.0, 1007.0, 317.0, 18.0], LPZ5rAZlf_, 5694117]
[paragraph, [411.0, 1038.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1056.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1074.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1092.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1110.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1128.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1146.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1164.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1182.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1200.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1218.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[paragraph, [411.0, 1236.0, 309.0, 18.0], L8x-3OdtP3, 5694117]
[ordered-list, [73.0, 1045.0, 315.0, 18.0], zz3Gm8YyJ5, 5694117]
[ordered-list, [73.0, 1063.0, 315.0, 18.0], zz3Gm8YyJ5, 5694117]
[ordered-list, [73.0, 1081.0, 315.0, 18.0], zz3Gm8YyJ5, 5694117]
