[1275, 1650]
[folio, [209.0, 122.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 140.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 158.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 176.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 194.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 212.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 230.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 248.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 266.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 284.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[folio, [209.0, 302.0, 569.0, 18.0], shoonya_2sB4L933Y37VLJ, 5763875]
[second-level-question, [853.0, 237.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 255.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 273.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 291.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 309.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 327.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 345.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 363.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 381.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 399.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 417.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 435.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 453.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 471.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[second-level-question, [853.0, 489.0, 690.0, 18.0], RrsL-EDLYF, 5763875]
[sidebar, [88.0, 321.0, 123.0, 18.0], W3d_WN8cas, 5763875]
[sidebar, [569.0, 328.0, 212.0, 18.0], NQERybGW3r, 5763875]
[sidebar, [686.0, 404.0, 109.0, 18.0], QgjWwUvYCN, 5763875]
[sidebar, [686.0, 422.0, 109.0, 18.0], QgjWwUvYCN, 5763875]
[sidebar, [686.0, 458.0, 113.0, 18.0], HEyudu-K6Y, 5763875]
[second-level-question, [76.0, 513.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 531.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 549.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 567.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 585.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 603.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 621.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 639.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 657.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 675.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 693.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 711.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 729.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 747.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 765.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 783.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 801.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 819.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 837.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 855.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 873.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 891.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 909.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 927.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 945.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 963.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 981.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 999.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 1017.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 1035.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 1053.0, 738.0, 18.0], KmuUte85dz, 5763875]
[second-level-question, [76.0, 1071.0, 738.0, 18.0], KmuUte85dz, 5763875]
[flag, [823.0, 639.0, 122.0, 18.0], shoonya_0sBO72I77HLLBM, 5763875]
[flag, [823.0, 657.0, 122.0, 18.0], shoonya_0sBO72I77HLLBM, 5763875]
[flag, [823.0, 675.0, 122.0, 18.0], shoonya_0sBO72I77HLLBM, 5763875]
[flag, [823.0, 693.0, 122.0, 18.0], shoonya_0sBO72I77HLLBM, 5763875]
[folio, [1227.0, 1076.0, 253.0, 18.0], shoonya_6sA1XGN0AKVC6N, 5763875]
