[2200, 1700]
[paragraph, [370.0, 115.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [370.0, 151.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [370.0, 187.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [370.0, 223.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [370.0, 259.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [370.0, 295.0, 1134.0, 36.0], shoonya_2s6BIIWO36XRFJ, 5733994]
[paragraph, [374.0, 357.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 393.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 429.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 465.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 501.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 537.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 573.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 609.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 645.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 681.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 717.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 753.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 789.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 825.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 861.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 897.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 933.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 969.0, 1132.0, 36.0], shoonya_0sO26DV194P128, 5733994]
[paragraph, [374.0, 1044.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1080.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1116.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1152.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1188.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1224.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1260.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1296.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1332.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1368.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1404.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1440.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1476.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1512.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1548.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1584.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1620.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1656.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1692.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1728.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1764.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1800.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1836.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1872.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1908.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1944.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
[paragraph, [374.0, 1980.0, 1133.0, 36.0], shoonya_1sNTTNVMZTHSQ1, 5733994]
