[1313, 944]
[chapter-title, [395.0, 71.0, 260.0, 30.0], shoonya_0sT7NVQ2EX9ABR, 5776115]
[paragraph, [197.0, 118.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 136.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 154.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 172.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 190.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 208.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 226.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [197.0, 244.0, 652.0, 18.0], XUcVNUpVx_, 5776115]
[paragraph, [196.0, 270.0, 653.0, 18.0], 1r7eHoRXrp, 5776115]
[paragraph, [196.0, 288.0, 653.0, 18.0], 1r7eHoRXrp, 5776115]
[paragraph, [196.0, 306.0, 653.0, 18.0], 1r7eHoRXrp, 5776115]
[paragraph, [196.0, 324.0, 653.0, 18.0], 1r7eHoRXrp, 5776115]
[paragraph, [196.0, 342.0, 653.0, 18.0], 1r7eHoRXrp, 5776115]
[paragraph, [196.0, 375.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 393.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 411.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 429.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 447.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 465.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 483.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 501.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 519.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 537.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 555.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 573.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [196.0, 591.0, 653.0, 18.0], arVlefqulu, 5776115]
[paragraph, [193.0, 618.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 636.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 654.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 672.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 690.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 708.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 726.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 744.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [193.0, 762.0, 655.0, 18.0], OY1ObE1URm, 5776115]
[paragraph, [191.0, 795.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 813.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 831.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 849.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 867.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 885.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 903.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 921.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 939.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 957.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 975.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 993.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1011.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1029.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1047.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1065.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1083.0, 660.0, 18.0], br-NkaqBex, 5776115]
[paragraph, [191.0, 1101.0, 660.0, 18.0], br-NkaqBex, 5776115]
