[1650, 1050]
[paragraph, [81.0, 116.0, 570.0, 36.0], gW2EdSurlW, 5732829]
[paragraph, [83.0, 164.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 200.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 236.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 272.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 308.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 344.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 380.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 416.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 452.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 488.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 524.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [83.0, 560.0, 835.0, 36.0], shoonya_2sJZ49X51VZCBB, 5732829]
[paragraph, [82.0, 634.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 670.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 706.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 742.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 778.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 814.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 850.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 886.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 922.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 958.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 994.0, 835.0, 36.0], shoonya_0sWLR75JHKHJ95, 5732829]
[paragraph, [82.0, 1054.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1090.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1126.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1162.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1198.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1234.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1270.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1306.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1342.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1378.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
[paragraph, [82.0, 1414.0, 830.0, 36.0], shoonya_1sDH4E8SNDG1H7, 5732829]
