[2200, 1700]
[section-title, [755.0, 76.0, 250.0, 52.5], r7563CzXyo, 5730910]
[paragraph, [333.0, 201.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 237.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 273.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 309.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 345.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 381.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 417.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 453.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 489.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 525.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 561.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 597.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 633.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 669.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 705.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 741.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 777.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 813.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 849.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 885.0, 1098.0, 36.0], shoonya_0s630H92EYGOAU, 5730910]
[paragraph, [333.0, 934.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 970.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1006.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1042.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1078.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1114.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1150.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1186.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [333.0, 1222.0, 1087.0, 36.0], shoonya_4sU7DH8BBWIQFO, 5730910]
[paragraph, [325.0, 1299.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1335.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1371.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1407.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1443.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1479.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1515.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1551.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1587.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [325.0, 1623.0, 1088.0, 36.0], shoonya_1sLUNY0CEX1279, 5730910]
[paragraph, [321.0, 1665.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
[paragraph, [321.0, 1701.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
[paragraph, [321.0, 1737.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
[paragraph, [321.0, 1773.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
[paragraph, [321.0, 1809.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
[paragraph, [321.0, 1845.0, 1089.0, 36.0], shoonya_3sT9VD6Y667WVS, 5730910]
