[2200, 1680]
[paragraph, [79.0, 203.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 239.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 275.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 311.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 347.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 383.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 419.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 455.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 491.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 527.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 563.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 599.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [79.0, 635.0, 761.0, 36.0], shoonya_0sXH5ASAVYZFT0, 5654676]
[paragraph, [856.0, 206.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 242.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 278.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 314.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 350.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 386.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 422.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 458.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 494.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 530.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 566.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 602.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [856.0, 638.0, 762.0, 36.0], shoonya_1s77927F7MIXZ7, 5654676]
[paragraph, [96.0, 695.0, 743.0, 36.0], shoonya_9sMHDM6PESKPS9, 5654676]
[paragraph, [96.0, 731.0, 743.0, 36.0], shoonya_9sMHDM6PESKPS9, 5654676]
[paragraph, [860.0, 700.0, 733.0, 36.0], shoonya_10sZ4D4YC2882S, 5654676]
[paragraph, [860.0, 736.0, 733.0, 36.0], shoonya_10sZ4D4YC2882S, 5654676]
[paragraph, [1075.0, 778.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 814.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 850.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 886.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 922.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 958.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 994.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 1030.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [1075.0, 1066.0, 521.0, 36.0], shoonya_5sLJ9BQ79AQXWW, 5654676]
[paragraph, [82.0, 781.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 817.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 853.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 889.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 925.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 961.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 997.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 1033.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [82.0, 1069.0, 534.0, 36.0], shoonya_7s3E7LOOJ483FB, 5654676]
[paragraph, [83.0, 1123.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1159.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1195.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1231.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1267.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1303.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1339.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1375.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1411.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1447.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [83.0, 1483.0, 752.0, 36.0], shoonya_2sJAZ2H1YQH7S4, 5654676]
[paragraph, [852.0, 1124.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1160.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1196.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1232.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1268.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1304.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1340.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1376.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1412.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1448.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [852.0, 1484.0, 740.0, 36.0], shoonya_4s9MDVVW5A5ZNJ, 5654676]
[paragraph, [83.0, 1515.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1551.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1587.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1623.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1659.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1695.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1731.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1767.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1803.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1839.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1875.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1911.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1947.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 1983.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [83.0, 2019.0, 751.0, 36.0], shoonya_3sVJQLUZ7LTX03, 5654676]
[paragraph, [846.0, 1552.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1588.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1624.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1660.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1696.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1732.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1768.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1804.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1840.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[paragraph, [846.0, 1876.0, 749.0, 36.0], shoonya_8s8VVFPD7OQOOE, 5654676]
[contact-info, [1166.0, 1956.0, 440.0, 36.0], lIMSqXgX_E, 5654676]
[contact-info, [1166.0, 1992.0, 440.0, 36.0], lIMSqXgX_E, 5654676]
[contact-info, [1166.0, 2028.0, 440.0, 36.0], lIMSqXgX_E, 5654676]
[folio, [755.0, 2094.0, 173.0, 36.0], shoonya_13sG5AIF5ZT811, 5654676]
