[842, 596]
[section-title, [243.0, 27.0, 100.0, 30.0], shoonya_0sE9XMCWR6KQ0J, 5772048]
[ordered-list, [30.0, 99.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 117.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 135.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 153.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 171.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 189.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 207.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 225.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 243.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 261.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 279.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 297.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 315.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 333.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 351.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 369.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 387.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 405.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 423.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 441.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 459.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 477.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [30.0, 495.0, 256.0, 18.0], 4eVBbcdyGR, 5772048]
[ordered-list, [307.0, 197.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 215.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 233.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 251.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 269.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 287.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 305.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 323.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 341.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 359.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 377.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 395.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 413.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 431.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 449.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 467.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 485.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 503.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 521.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 539.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 557.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 575.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 593.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 611.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[ordered-list, [307.0, 629.0, 289.0, 18.0], kxTy0MQrV4, 5772048]
[sub-ordered-list, [319.0, 223.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 241.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 259.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 277.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 295.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 313.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 331.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 349.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 367.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 385.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 403.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 421.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 439.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 457.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 475.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 493.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 511.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 529.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 547.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 565.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 583.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 601.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 619.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sub-ordered-list, [319.0, 637.0, 253.0, 18.0], _lxYb_bVAL, 5772048]
[sidebar, [327.0, 427.0, 104.0, 18.0], 0G-mZAY0qF, 5772048]
[sidebar, [327.0, 445.0, 104.0, 18.0], 0G-mZAY0qF, 5772048]
[sidebar, [327.0, 463.0, 104.0, 18.0], 0G-mZAY0qF, 5772048]
[sidebar, [327.0, 481.0, 104.0, 18.0], 0G-mZAY0qF, 5772048]
[sidebar, [327.0, 499.0, 104.0, 18.0], 0G-mZAY0qF, 5772048]
[sidebar, [454.0, 430.0, 102.0, 18.0], JLwDUJHHeC, 5772048]
[sidebar, [454.0, 448.0, 102.0, 18.0], JLwDUJHHeC, 5772048]
[sidebar, [454.0, 466.0, 102.0, 18.0], JLwDUJHHeC, 5772048]
[sidebar, [454.0, 484.0, 102.0, 18.0], JLwDUJHHeC, 5772048]
[sub-section-title, [28.0, 522.0, 73.0, 25.5], jTHoL0gArv, 5772048]
[ordered-list, [30.0, 546.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 564.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 582.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 600.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 618.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 636.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 654.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 672.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 690.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 708.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 726.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[ordered-list, [30.0, 744.0, 264.0, 18.0], UrQflVFuWb, 5772048]
[sub-section-title, [309.0, 660.0, 235.0, 25.5], 7eu8y2Z-uQ, 5772048]
[paragraph, [306.0, 687.0, 260.0, 18.0], UuJnm54b2H, 5772048]
[paragraph, [306.0, 705.0, 260.0, 18.0], UuJnm54b2H, 5772048]
[paragraph, [306.0, 723.0, 260.0, 18.0], UuJnm54b2H, 5772048]
[paragraph, [306.0, 741.0, 260.0, 18.0], UuJnm54b2H, 5772048]
[sub-ordered-list, [56.0, 702.0, 229.0, 18.0], KQw4jBpM57, 5772048]
[sub-ordered-list, [56.0, 720.0, 229.0, 18.0], KQw4jBpM57, 5772048]
[sub-ordered-list, [56.0, 738.0, 229.0, 18.0], KQw4jBpM57, 5772048]
