[2339, 1656]
[paragraph, [853.0, 71.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 107.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 143.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 179.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 215.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 251.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 287.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 323.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 359.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 395.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 431.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 467.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 503.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 539.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 575.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 611.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 647.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 683.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 719.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 755.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [853.0, 791.0, 705.0, 36.0], shoonya_0sD3XUL8KFUEO9, 5749535]
[paragraph, [197.0, 83.0, 401.0, 36.0], shoonya_4s1N3IKINGFRF5, 5749535]
[paragraph, [127.0, 139.0, 693.0, 36.0], shoonya_3sJMWWTNS7SA9B, 5749535]
[paragraph, [127.0, 175.0, 693.0, 36.0], shoonya_3sJMWWTNS7SA9B, 5749535]
[paragraph, [117.0, 255.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 291.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 327.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 363.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 399.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 435.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 471.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 507.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 543.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 579.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 615.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 651.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 687.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 723.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 759.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 795.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 831.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 867.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 903.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 939.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 975.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1011.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1047.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1083.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1119.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1155.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1191.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1227.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1263.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1299.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1335.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1371.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [117.0, 1407.0, 709.0, 36.0], shoonya_2sT30E7SS8GAWU, 5749535]
[paragraph, [853.0, 856.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 892.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 928.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 964.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1000.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1036.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1072.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1108.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1144.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1180.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1216.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1252.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1288.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1324.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1360.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1396.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1432.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1468.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1504.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1540.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1576.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1612.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1648.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1684.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1720.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1756.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1792.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1828.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1864.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1900.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1936.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 1972.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 2008.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [853.0, 2044.0, 714.0, 36.0], shoonya_1s141D98Y6SJKH, 5749535]
[paragraph, [130.0, 1471.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1507.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1543.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1579.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1615.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1651.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1687.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
[paragraph, [130.0, 1723.0, 710.0, 36.0], Sgc1YHVo6r, 5749535]
