[3300, 2550]
[paragraph, [280.0, 279.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 331.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 384.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 436.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 489.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 541.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 594.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 646.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 699.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 751.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 804.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 856.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 909.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 961.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1014.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1066.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1119.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1171.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1224.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1276.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1329.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1381.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1434.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1486.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1539.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1591.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1644.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1696.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1749.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1801.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1854.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1906.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 1959.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2011.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2064.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2116.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2169.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2221.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2274.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2326.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2379.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2431.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2484.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2536.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2589.0, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [280.0, 2641.5, 2028.0, 52.5], shoonya_1sLQGBL0NG8BJR, 5720375]
[paragraph, [277.0, 2719.0, 2008.0, 52.5], jdncx7FiHd, 5720375]
[paragraph, [277.0, 2771.5, 2008.0, 52.5], jdncx7FiHd, 5720375]
[paragraph, [277.0, 2824.0, 2008.0, 52.5], jdncx7FiHd, 5720375]
[paragraph, [277.0, 2876.5, 2008.0, 52.5], jdncx7FiHd, 5720375]
[paragraph, [277.0, 2929.0, 2008.0, 52.5], jdncx7FiHd, 5720375]
