[1461, 1106]
[chapter-title, [338.0, 149.0, 445.0, 30.0], yhGRuE0GCt, 5759085]
[chapter-title, [338.0, 179.0, 445.0, 30.0], yhGRuE0GCt, 5759085]
[section-title, [153.0, 302.0, 129.0, 30.0], hzJWzpyigF, 5759085]
[paragraph, [154.0, 351.0, 804.0, 18.0], GuANO2HDNB, 5759085]
[paragraph, [154.0, 369.0, 804.0, 18.0], GuANO2HDNB, 5759085]
[paragraph, [154.0, 387.0, 804.0, 18.0], GuANO2HDNB, 5759085]
[paragraph, [154.0, 405.0, 804.0, 18.0], GuANO2HDNB, 5759085]
[paragraph, [154.0, 423.0, 804.0, 18.0], GuANO2HDNB, 5759085]
[sub-section-title, [153.0, 454.0, 442.0, 25.5], 9VpiCYv0PO, 5759085]
[unordered-list, [152.0, 500.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 518.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 536.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 554.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 572.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 590.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 608.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 626.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 644.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 662.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 680.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 698.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 716.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 734.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 752.0, 810.0, 18.0], CfljbDWC81, 5759085]
[unordered-list, [152.0, 770.0, 810.0, 18.0], CfljbDWC81, 5759085]
[paragraph, [154.0, 807.0, 197.0, 18.0], QuK4bt4vAd, 5759085]
[sub-section-title, [128.0, 876.0, 461.0, 25.5], 8z87-LJ2vY, 5759085]
[paragraph, [135.0, 923.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 941.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 959.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 977.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 995.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 1013.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [135.0, 1031.0, 865.0, 18.0], shoonya_0s1MNEGWG7TGAW, 5759085]
[paragraph, [156.0, 1098.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1116.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1134.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1152.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1170.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1188.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[paragraph, [156.0, 1206.0, 797.0, 18.0], azkWKwrmtE, 5759085]
[folio, [203.0, 1349.0, 152.0, 18.0], p468ryCPte, 5759085]
