[872, 605]
[section-title, [269.0, 28.0, 70.0, 30.0], Ot094HpHxL, 6456655]
[folio, [36.0, 37.0, 84.0, 18.0], shoonya_4sUWZZPHKI5Q8W, 6456655]
[paragraph, [303.0, 70.0, 208.0, 18.0], shoonya_0sZVSR6GJULAS0, 6456655]
[paragraph, [37.0, 72.0, 263.0, 18.0], shoonya_5sFGGNLOTUVYRU, 6456655]
[paragraph, [37.0, 90.0, 263.0, 18.0], shoonya_5sFGGNLOTUVYRU, 6456655]
[paragraph, [302.0, 93.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 111.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 129.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 147.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 165.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 183.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 201.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 219.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [302.0, 237.0, 257.0, 18.0], ZlGCKxOroE, 6456655]
[paragraph, [39.0, 112.0, 260.0, 18.0], Xb7-_Ewm4z, 6456655]
[paragraph, [39.0, 130.0, 260.0, 18.0], Xb7-_Ewm4z, 6456655]
[paragraph, [39.0, 148.0, 260.0, 18.0], Xb7-_Ewm4z, 6456655]
[paragraph, [39.0, 166.0, 260.0, 18.0], Xb7-_Ewm4z, 6456655]
[paragraph, [40.0, 181.0, 259.0, 18.0], Mewlnwfhwz, 6456655]
[paragraph, [40.0, 199.0, 259.0, 18.0], Mewlnwfhwz, 6456655]
[paragraph, [40.0, 218.0, 259.0, 18.0], yn4SLwkaBY, 6456655]
[paragraph, [40.0, 236.0, 259.0, 18.0], yn4SLwkaBY, 6456655]
[paragraph, [314.0, 256.0, 245.0, 18.0], LnWu8yHp8F, 6456655]
[paragraph, [40.0, 260.0, 259.0, 18.0], 55Bzhj_RoY, 6456655]
[paragraph, [40.0, 278.0, 259.0, 18.0], 55Bzhj_RoY, 6456655]
[paragraph, [306.0, 278.0, 265.0, 18.0], lQ7S0UuAAy, 6456655]
[paragraph, [306.0, 296.0, 265.0, 18.0], lQ7S0UuAAy, 6456655]
[paragraph, [40.0, 294.0, 261.0, 18.0], -KHnBB9Pc-, 6456655]
[paragraph, [40.0, 312.0, 261.0, 18.0], -KHnBB9Pc-, 6456655]
[paragraph, [307.0, 318.0, 254.0, 18.0], Z6JcocjmWw, 6456655]
[paragraph, [307.0, 336.0, 254.0, 18.0], Z6JcocjmWw, 6456655]
[paragraph, [307.0, 354.0, 254.0, 18.0], Z6JcocjmWw, 6456655]
[paragraph, [40.0, 334.0, 261.0, 18.0], 2ATqWyYTAr, 6456655]
[paragraph, [40.0, 352.0, 261.0, 18.0], 2ATqWyYTAr, 6456655]
[paragraph, [41.0, 393.0, 262.0, 18.0], shoonya_6s6G20E55RT3XH, 6456655]
[paragraph, [41.0, 411.0, 262.0, 18.0], shoonya_6s6G20E55RT3XH, 6456655]
[paragraph, [41.0, 429.0, 262.0, 18.0], shoonya_6s6G20E55RT3XH, 6456655]
[paragraph, [41.0, 447.0, 262.0, 18.0], shoonya_6s6G20E55RT3XH, 6456655]
[paragraph, [41.0, 465.0, 262.0, 18.0], shoonya_6s6G20E55RT3XH, 6456655]
[paragraph, [307.0, 401.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [307.0, 419.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [307.0, 437.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [307.0, 455.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [307.0, 473.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [307.0, 491.0, 267.0, 18.0], shoonya_2s00SF3GQW8RTZ, 6456655]
[paragraph, [40.0, 498.0, 261.0, 18.0], 4MSx2yHCFI, 6456655]
[paragraph, [40.0, 516.0, 261.0, 18.0], 4MSx2yHCFI, 6456655]
[paragraph, [307.0, 516.0, 242.0, 18.0], DJvLAIS8SI, 6456655]
[paragraph, [307.0, 534.0, 242.0, 18.0], DJvLAIS8SI, 6456655]
[paragraph, [307.0, 552.0, 242.0, 18.0], DJvLAIS8SI, 6456655]
[paragraph, [37.0, 532.0, 267.0, 18.0], B2BmV52ayE, 6456655]
[paragraph, [37.0, 550.0, 267.0, 18.0], B2BmV52ayE, 6456655]
[paragraph, [37.0, 568.0, 267.0, 18.0], B2BmV52ayE, 6456655]
[paragraph, [38.0, 586.0, 267.0, 18.0], 8i8bt1Dfr0, 6456655]
[paragraph, [38.0, 604.0, 267.0, 18.0], 8i8bt1Dfr0, 6456655]
[paragraph, [38.0, 622.0, 267.0, 18.0], 8i8bt1Dfr0, 6456655]
[paragraph, [38.0, 640.0, 267.0, 18.0], 8i8bt1Dfr0, 6456655]
[paragraph, [306.0, 598.0, 267.0, 18.0], shoonya_3s0MTHD9UTSHJC, 6456655]
[paragraph, [306.0, 616.0, 267.0, 18.0], shoonya_3s0MTHD9UTSHJC, 6456655]
