[2339, 1609]
[folio, [228.0, 102.0, 389.0, 36.0], At9AzHGzdb, 5657114]
[folio, [825.0, 114.0, 560.0, 36.0], j4yS2uXpU7, 5657114]
[section-title, [473.0, 217.0, 650.0, 52.5], shoonya_9s4CSQGT0QNLV4, 5657114]
[author, [654.0, 333.0, 273.0, 36.0], p5gMGBB66v, 5657114]
[contact-info, [403.0, 395.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[contact-info, [403.0, 431.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[contact-info, [403.0, 467.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[contact-info, [403.0, 503.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[contact-info, [403.0, 539.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[contact-info, [403.0, 575.0, 765.0, 36.0], JQB8W_Gq40, 5657114]
[sub-section-title, [723.0, 663.0, 160.0, 55.5], shoonya_6s3IHYKAY17VLX, 5657114]
[paragraph, [141.0, 773.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 809.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 845.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 881.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 917.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 953.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 989.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 1025.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 1061.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 1097.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 1133.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [141.0, 1169.0, 1322.0, 36.0], shoonya_0sKADUCL0FQE09, 5657114]
[paragraph, [145.0, 1229.0, 1316.0, 36.0], shoonya_1sWZ1GC1K8U3E8, 5657114]
[paragraph, [145.0, 1265.0, 1316.0, 36.0], shoonya_1sWZ1GC1K8U3E8, 5657114]
[paragraph, [145.0, 1301.0, 1316.0, 36.0], shoonya_1sWZ1GC1K8U3E8, 5657114]
[paragraph, [143.0, 1369.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1405.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1441.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1477.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1513.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1549.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1585.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [143.0, 1621.0, 1319.0, 36.0], shoonya_2sIB0DQB0ZUML7, 5657114]
[paragraph, [140.0, 1697.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1733.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1769.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1805.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1841.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1877.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1913.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [140.0, 1949.0, 1328.0, 36.0], shoonya_4s8BBP81Q58K8T, 5657114]
[paragraph, [216.0, 2015.0, 1265.0, 36.0], fWU5bAaYEc, 5657114]
[paragraph, [216.0, 2051.0, 1265.0, 36.0], fWU5bAaYEc, 5657114]
[folio, [901.0, 2142.0, 560.0, 36.0], 6Moz6SPi19, 5657114]
[folio, [901.0, 2178.0, 560.0, 36.0], 6Moz6SPi19, 5657114]
[folio, [147.0, 2157.0, 538.0, 36.0], shoonya_7sGPIT9WYKPQJH, 5657114]
