[1565, 1152]
[headline, [105.0, 524.0, 536.0, 37.5], shoonya_4sD5CM0KGFIINL, 5712719]
[headline, [105.0, 561.5, 536.0, 37.5], shoonya_4sD5CM0KGFIINL, 5712719]
[headline, [105.0, 599.0, 536.0, 37.5], shoonya_4sD5CM0KGFIINL, 5712719]
[paragraph, [587.0, 666.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 702.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 738.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 774.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 810.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 846.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 882.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 918.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 954.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 990.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 1026.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [587.0, 1062.0, 410.0, 36.0], shoonya_0s77PD9EA9GOHC, 5712719]
[paragraph, [135.0, 684.0, 439.0, 36.0], shoonya_2sYBGMZ6I2O8GJ, 5712719]
[paragraph, [135.0, 720.0, 439.0, 36.0], shoonya_2sYBGMZ6I2O8GJ, 5712719]
[paragraph, [135.0, 756.0, 439.0, 36.0], shoonya_2sYBGMZ6I2O8GJ, 5712719]
[paragraph, [135.0, 792.0, 439.0, 36.0], shoonya_2sYBGMZ6I2O8GJ, 5712719]
[paragraph, [135.0, 828.0, 439.0, 36.0], shoonya_2sYBGMZ6I2O8GJ, 5712719]
[paragraph, [133.0, 893.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 929.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 965.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1001.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1037.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1073.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1109.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1145.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1181.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1217.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1253.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1289.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1325.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [133.0, 1361.0, 438.0, 36.0], shoonya_3sSRY9ZEIVY5XR, 5712719]
[paragraph, [601.0, 1128.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1164.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1200.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1236.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1272.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1308.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1344.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[paragraph, [601.0, 1380.0, 403.0, 36.0], shoonya_5sSDQRGBVU4K2F, 5712719]
[folio, [114.0, 1444.0, 130.0, 36.0], _oMJgTad1n, 5712719]
