[1987, 1270]
[folio, [565.0, 119.0, 131.0, 36.0], 5Q6_3Nmu5_, 5683135]
[paragraph, [125.0, 188.0, 1016.0, 36.0], shoonya_1sU7M11Y0VO28R, 5683135]
[paragraph, [125.0, 224.0, 1016.0, 36.0], shoonya_1sU7M11Y0VO28R, 5683135]
[paragraph, [125.0, 260.0, 1016.0, 36.0], shoonya_1sU7M11Y0VO28R, 5683135]
[paragraph, [125.0, 296.0, 1016.0, 36.0], shoonya_1sU7M11Y0VO28R, 5683135]
[paragraph, [125.0, 348.0, 1014.0, 36.0], 6u_EAtNOhl, 5683135]
[paragraph, [125.0, 384.0, 1014.0, 36.0], 6u_EAtNOhl, 5683135]
[paragraph, [124.0, 452.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 488.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 524.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 560.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 596.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 632.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [124.0, 668.0, 1015.0, 36.0], shoonya_0sJG2OT21TU5KE, 5683135]
[paragraph, [125.0, 715.0, 1014.0, 36.0], shoonya_2sLLY20HMDHRZW, 5683135]
[paragraph, [125.0, 751.0, 1014.0, 36.0], shoonya_2sLLY20HMDHRZW, 5683135]
[paragraph, [125.0, 787.0, 1014.0, 36.0], shoonya_2sLLY20HMDHRZW, 5683135]
[paragraph, [125.0, 823.0, 1014.0, 36.0], shoonya_2sLLY20HMDHRZW, 5683135]
[paragraph, [125.0, 859.0, 1014.0, 36.0], shoonya_2sLLY20HMDHRZW, 5683135]
[paragraph, [125.0, 929.0, 1014.0, 36.0], shoonya_4sR75RLRMQIL97, 5683135]
[paragraph, [125.0, 965.0, 1014.0, 36.0], shoonya_4sR75RLRMQIL97, 5683135]
[paragraph, [126.0, 1032.0, 1011.0, 36.0], shoonya_3sPOILZBJM4QY1, 5683135]
[paragraph, [126.0, 1068.0, 1011.0, 36.0], shoonya_3sPOILZBJM4QY1, 5683135]
[paragraph, [126.0, 1104.0, 1011.0, 36.0], shoonya_3sPOILZBJM4QY1, 5683135]
[paragraph, [126.0, 1140.0, 1011.0, 36.0], shoonya_3sPOILZBJM4QY1, 5683135]
[paragraph, [126.0, 1176.0, 1011.0, 36.0], shoonya_3sPOILZBJM4QY1, 5683135]
[paragraph, [127.0, 1242.0, 1012.0, 36.0], lNtSCbux_p, 5683135]
[paragraph, [127.0, 1278.0, 1012.0, 36.0], lNtSCbux_p, 5683135]
[paragraph, [127.0, 1314.0, 1012.0, 36.0], lNtSCbux_p, 5683135]
[paragraph, [127.0, 1350.0, 1012.0, 36.0], lNtSCbux_p, 5683135]
[paragraph, [126.0, 1400.0, 1013.0, 36.0], shoonya_7sUSC9M8WFGLX9, 5683135]
[paragraph, [126.0, 1436.0, 1013.0, 36.0], shoonya_7sUSC9M8WFGLX9, 5683135]
[paragraph, [123.0, 1508.0, 1015.0, 36.0], VUjPvElIdE, 5683135]
[paragraph, [123.0, 1544.0, 1015.0, 36.0], VUjPvElIdE, 5683135]
[paragraph, [122.0, 1607.0, 1015.0, 36.0], eNHHw5whJa, 5683135]
[paragraph, [122.0, 1643.0, 1015.0, 36.0], eNHHw5whJa, 5683135]
[paragraph, [119.0, 1712.0, 1020.0, 36.0], Z5PQPCbSCb, 5683135]
[paragraph, [119.0, 1748.0, 1020.0, 36.0], Z5PQPCbSCb, 5683135]
[paragraph, [119.0, 1784.0, 1020.0, 36.0], Z5PQPCbSCb, 5683135]
[paragraph, [119.0, 1820.0, 1020.0, 36.0], Z5PQPCbSCb, 5683135]
