[2339, 1653]
[paragraph, [324.0, 162.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 198.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 234.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 270.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 306.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 342.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 378.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 414.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 450.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [324.0, 486.0, 1142.0, 36.0], shoonya_0sXWCOQL3AYAP4, 5734052]
[paragraph, [322.0, 556.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 592.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 628.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 664.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 700.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 736.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 772.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 808.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 844.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 880.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 916.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 952.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 988.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1024.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1060.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1096.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1132.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1168.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1204.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1240.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1276.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1312.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1348.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1384.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1420.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1456.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1492.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1528.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1564.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1600.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1636.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1672.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [322.0, 1708.0, 1141.0, 36.0], shoonya_2s5OP2FITE52VL, 5734052]
[paragraph, [324.0, 1776.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1812.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1848.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1884.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1920.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1956.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 1992.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 2028.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[paragraph, [324.0, 2064.0, 1141.0, 36.0], shoonya_1s4HQ906K52V9H, 5734052]
[folio, [813.0, 2155.0, 561.0, 36.0], q7_-6J2gGR, 5734052]
