[1031, 622]
[section-title, [253.0, 69.0, 114.0, 30.0], shoonya_0sOFN92LM2SSX7, 5710070]
[paragraph, [67.0, 115.0, 485.0, 18.0], shoonya_1sPOHMTTB9NUOL, 5710070]
[paragraph, [67.0, 133.0, 485.0, 18.0], shoonya_1sPOHMTTB9NUOL, 5710070]
[paragraph, [67.0, 151.0, 485.0, 18.0], shoonya_1sPOHMTTB9NUOL, 5710070]
[paragraph, [67.0, 169.0, 485.0, 18.0], shoonya_1sPOHMTTB9NUOL, 5710070]
[paragraph, [67.0, 187.0, 485.0, 18.0], shoonya_1sPOHMTTB9NUOL, 5710070]
[paragraph, [68.0, 208.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 226.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 244.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 262.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 280.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 298.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 316.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 334.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 352.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 370.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 388.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 406.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 424.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 442.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 460.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 478.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 496.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 514.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 532.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 550.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 568.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [68.0, 586.0, 487.0, 18.0], JXmMlaiIdI, 5710070]
[paragraph, [64.0, 614.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 632.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 650.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 668.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 686.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 704.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 722.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 740.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 758.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 776.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 794.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 812.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 830.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 848.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 866.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 884.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 902.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 920.0, 486.0, 18.0], wnfuOayqKg, 5710070]
[paragraph, [64.0, 938.0, 486.0, 18.0], wnfuOayqKg, 5710070]
