[842, 595]
[paragraph, [75.0, 113.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 131.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 149.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 167.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 185.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 203.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 221.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 239.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 257.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 275.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 293.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 311.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 329.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 347.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [75.0, 365.0, 218.0, 18.0], shoonya_0sYUZO7R3RVE8X, 5740242]
[paragraph, [301.0, 113.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 131.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 149.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 167.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 185.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 203.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 221.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 239.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [301.0, 257.0, 219.0, 18.0], shoonya_5sLAJ9RCYRE4JZ, 5740242]
[paragraph, [302.0, 290.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 308.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 326.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 344.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 362.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 380.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 398.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 416.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [302.0, 434.0, 218.0, 18.0], shoonya_3sVLNPSM1UKZKD, 5740242]
[paragraph, [78.0, 396.0, 216.0, 18.0], shoonya_6sF2J9KZHAF05H, 5740242]
[paragraph, [78.0, 414.0, 216.0, 18.0], shoonya_6sF2J9KZHAF05H, 5740242]
[paragraph, [78.0, 432.0, 216.0, 18.0], shoonya_6sF2J9KZHAF05H, 5740242]
[paragraph, [76.0, 464.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 482.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 500.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 518.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 536.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 554.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 572.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [76.0, 590.0, 218.0, 18.0], shoonya_2sVSWNA9VYLQMN, 5740242]
[paragraph, [301.0, 466.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 484.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 502.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 520.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 538.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 556.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 574.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 592.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 610.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 628.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [301.0, 646.0, 217.0, 18.0], shoonya_1sR0UO7T6R7YA3, 5740242]
[paragraph, [76.0, 622.0, 217.0, 18.0], shoonya_4sE51XZ3MYI7ZG, 5740242]
[paragraph, [76.0, 640.0, 217.0, 18.0], shoonya_4sE51XZ3MYI7ZG, 5740242]
[paragraph, [76.0, 658.0, 217.0, 18.0], shoonya_4sE51XZ3MYI7ZG, 5740242]
[paragraph, [76.0, 676.0, 217.0, 18.0], shoonya_4sE51XZ3MYI7ZG, 5740242]
[paragraph, [76.0, 694.0, 217.0, 18.0], shoonya_4sE51XZ3MYI7ZG, 5740242]
[paragraph, [302.0, 688.0, 216.0, 18.0], shoonya_8sHTLRMR2CLEHN, 5740242]
[paragraph, [302.0, 706.0, 216.0, 18.0], shoonya_8sHTLRMR2CLEHN, 5740242]
[website-link, [226.0, 802.0, 139.0, 18.0], jnKNqseYvS, 5740242]
