[595, 454]
[chapter-title, [232.0, 139.0, 186.0, 30.0], shoonya_4sM673RO3BJUTX, 6459934]
[paragraph, [225.0, 210.0, 201.0, 18.0], uy26fjqdxi, 6459934]
[paragraph, [225.0, 228.0, 201.0, 18.0], uy26fjqdxi, 6459934]
[paragraph, [225.0, 246.0, 201.0, 18.0], uy26fjqdxi, 6459934]
[paragraph, [225.0, 264.0, 201.0, 18.0], uy26fjqdxi, 6459934]
[paragraph, [20.0, 214.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 232.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 250.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 268.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 286.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 304.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [20.0, 322.0, 204.0, 18.0], shoonya_2sCAPWNTBC49G4, 6459934]
[paragraph, [228.0, 295.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 313.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 331.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 349.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 367.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 385.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 403.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [228.0, 421.0, 200.0, 18.0], 3qf9jAPney, 6459934]
[paragraph, [21.0, 350.0, 204.0, 18.0], shoonya_1sT5TPT5VDA28N, 6459934]
[paragraph, [21.0, 368.0, 204.0, 18.0], shoonya_1sT5TPT5VDA28N, 6459934]
[paragraph, [21.0, 386.0, 204.0, 18.0], shoonya_1sT5TPT5VDA28N, 6459934]
[paragraph, [21.0, 404.0, 204.0, 18.0], shoonya_1sT5TPT5VDA28N, 6459934]
[paragraph, [21.0, 422.0, 204.0, 18.0], shoonya_1sT5TPT5VDA28N, 6459934]
[paragraph, [224.0, 447.0, 204.0, 18.0], USxFQ6JWF-, 6459934]
[paragraph, [224.0, 465.0, 204.0, 18.0], USxFQ6JWF-, 6459934]
[paragraph, [224.0, 483.0, 204.0, 18.0], USxFQ6JWF-, 6459934]
[paragraph, [224.0, 501.0, 204.0, 18.0], USxFQ6JWF-, 6459934]
[paragraph, [224.0, 519.0, 204.0, 18.0], USxFQ6JWF-, 6459934]
[paragraph, [24.0, 454.0, 203.0, 18.0], U8FTqK0d_T, 6459934]
[paragraph, [24.0, 487.0, 201.0, 18.0], 0qOnM5SjSL, 6459934]
[paragraph, [24.0, 505.0, 201.0, 18.0], 0qOnM5SjSL, 6459934]
[folio, [187.0, 551.0, 85.0, 18.0], ii9TI_DAl9, 6459934]
[folio, [389.0, 560.0, 48.0, 18.0], shoonya_3sAAPC44S4DONG, 6459934]
