[2339, 1656]
[paragraph, [123.0, 97.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 133.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 169.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 205.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 241.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 277.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 313.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 349.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 385.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 421.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 457.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 493.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 529.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 565.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 601.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 637.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 673.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 709.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 745.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 781.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 817.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 853.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 889.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 925.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 961.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 997.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1033.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1069.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1105.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1141.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1177.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1213.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1249.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1285.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1321.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1357.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1393.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1429.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1465.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1501.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1537.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1573.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1609.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1645.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1681.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1717.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1753.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1789.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [123.0, 1825.0, 700.0, 36.0], shoonya_2sGGG3SK2EGCLN, 5750089]
[paragraph, [857.0, 101.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 137.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 173.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 209.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 245.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 281.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 317.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 353.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 389.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 425.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 461.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 497.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 533.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 569.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 605.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 641.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 677.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 713.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 749.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 785.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 821.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 857.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 893.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 929.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 965.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1001.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1037.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1073.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1109.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1145.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1181.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1217.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1253.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1289.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
[paragraph, [857.0, 1325.0, 696.0, 36.0], shoonya_1sZ6DSCJKDE8PS, 5750089]
