[2200, 1700]
[chapter-title, [159.0, 229.0, 1375.0, 70.5], lPno65_OMW, 5657261]
[unordered-list, [207.0, 344.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 380.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 416.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 452.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 488.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 524.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 560.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 596.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 632.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 668.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 704.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 740.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 776.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 812.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 848.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 884.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 920.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 956.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 992.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1028.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1064.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1100.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1136.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1172.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1208.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1244.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1280.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1316.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1352.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1388.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1424.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1460.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1496.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1532.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1568.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1604.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1640.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1676.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1712.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1748.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1784.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1820.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1856.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
[unordered-list, [207.0, 1892.0, 1307.0, 36.0], shoonya_0sQUJ8Q2XIZKU1, 5657261]
