[3968, 2806]
[paragraph, [188.0, 179.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 231.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 284.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 336.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 389.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 441.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 494.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 546.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 599.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 651.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 704.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 756.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 809.0, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [188.0, 861.5, 1225.0, 52.5], shoonya_7sNVLMV5TV60J2, 5684048]
[paragraph, [1440.0, 188.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 240.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 293.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 345.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 398.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 450.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 503.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 555.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 608.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 660.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 713.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 765.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 818.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 870.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 923.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 975.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1028.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1080.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1133.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1185.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1238.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1290.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1343.0, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [1440.0, 1395.5, 1170.0, 52.5], shoonya_2sX8KL5FCFGQCN, 5684048]
[paragraph, [202.0, 974.0, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1026.5, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1079.0, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1131.5, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1184.0, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1236.5, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1289.0, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1341.5, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [202.0, 1394.0, 1205.0, 52.5], shoonya_6sME9MA3A9APZN, 5684048]
[paragraph, [197.0, 1517.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1569.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1622.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1674.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1727.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1779.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1832.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1884.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1937.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 1989.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2042.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2094.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2147.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2199.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2252.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2304.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2357.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2409.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2462.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2514.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2567.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2619.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2672.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2724.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2777.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2829.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2882.0, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [197.0, 2934.5, 1226.0, 52.5], shoonya_0sAR1D4XFTM062, 5684048]
[paragraph, [1456.0, 1521.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1573.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1626.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1678.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1731.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1783.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1836.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1888.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1941.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 1993.5, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
[paragraph, [1456.0, 2046.0, 1152.0, 52.5], shoonya_1s188ONT87MMV7, 5684048]
