[1320, 1176]
[folio, [927.0, 55.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[folio, [927.0, 73.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[folio, [927.0, 91.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[folio, [927.0, 109.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[folio, [927.0, 127.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[folio, [927.0, 145.0, 186.0, 18.0], shoonya_7sY357KZE21RMR, 5694599]
[paragraph, [86.0, 187.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 205.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 223.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 241.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 259.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 277.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 295.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 313.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[paragraph, [86.0, 331.0, 329.0, 18.0], bktGiJnjXg, 5694599]
[section-title, [522.0, 201.0, 497.0, 30.0], p4ZqncLINP, 5694599]
[section-title, [522.0, 231.0, 497.0, 30.0], p4ZqncLINP, 5694599]
[section-title, [522.0, 261.0, 497.0, 30.0], p4ZqncLINP, 5694599]
[section-title, [522.0, 291.0, 497.0, 30.0], p4ZqncLINP, 5694599]
[section-title, [522.0, 321.0, 497.0, 30.0], p4ZqncLINP, 5694599]
[paragraph, [423.0, 347.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 365.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 383.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 401.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 419.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 437.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [423.0, 455.0, 337.0, 18.0], 6vhDWiBda7, 5694599]
[paragraph, [94.0, 358.0, 325.0, 18.0], shoonya_8s0D588OFFXEWY, 5694599]
[paragraph, [94.0, 376.0, 325.0, 18.0], shoonya_8s0D588OFFXEWY, 5694599]
[paragraph, [94.0, 394.0, 325.0, 18.0], shoonya_8s0D588OFFXEWY, 5694599]
[paragraph, [94.0, 412.0, 325.0, 18.0], shoonya_8s0D588OFFXEWY, 5694599]
[paragraph, [767.0, 365.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 383.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 401.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 419.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 437.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 455.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 473.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 491.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 509.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 527.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 545.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 563.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [767.0, 581.0, 324.0, 18.0], shoonya_0sYDQ9PY1KL2LC, 5694599]
[paragraph, [88.0, 447.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [88.0, 465.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [88.0, 483.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [88.0, 501.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [88.0, 519.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [88.0, 537.0, 331.0, 18.0], hP-769BEJR, 5694599]
[paragraph, [437.0, 492.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 510.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 528.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 546.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 564.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 582.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 600.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 618.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 636.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 654.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 672.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 690.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 708.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 726.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 744.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 762.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 780.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 798.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 816.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[paragraph, [437.0, 834.0, 322.0, 18.0], shoonya_1s019LS3YXB50V, 5694599]
[section-title, [69.0, 570.0, 183.0, 30.0], rOgN0THqQ4, 5694599]
[paragraph, [96.0, 603.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 621.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 639.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 657.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 675.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 693.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 711.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 729.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 747.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 765.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 783.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 801.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 819.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 837.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 855.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 873.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 891.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 909.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 927.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 945.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 963.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 981.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 999.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 1017.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 1035.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [96.0, 1053.0, 322.0, 18.0], shoonya_9sOKSICW3ZSRDD, 5694599]
[paragraph, [773.0, 607.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 625.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 643.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 661.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 679.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 697.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 715.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 733.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 751.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 769.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 787.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 805.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 823.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 841.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 859.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 877.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 895.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [773.0, 913.0, 325.0, 18.0], shoonya_2sWUY3DAEKACP1, 5694599]
[paragraph, [419.0, 863.0, 344.0, 18.0], qsGwVCOc0k, 5694599]
[paragraph, [419.0, 881.0, 344.0, 18.0], qsGwVCOc0k, 5694599]
[paragraph, [419.0, 899.0, 344.0, 18.0], qsGwVCOc0k, 5694599]
[contact-info, [428.0, 928.0, 331.0, 18.0], 9KNuA0M1he, 5694599]
[contact-info, [428.0, 946.0, 331.0, 18.0], 9KNuA0M1he, 5694599]
[contact-info, [428.0, 964.0, 331.0, 18.0], 9KNuA0M1he, 5694599]
[paragraph, [763.0, 953.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 971.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 989.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 1007.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 1025.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 1043.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 1061.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [763.0, 1079.0, 350.0, 18.0], rPz2ilDIt4, 5694599]
[paragraph, [429.0, 1007.0, 328.0, 18.0], Wc5XZNTUSc, 5694599]
[paragraph, [429.0, 1025.0, 328.0, 18.0], Wc5XZNTUSc, 5694599]
[paragraph, [429.0, 1043.0, 328.0, 18.0], Wc5XZNTUSc, 5694599]
[paragraph, [429.0, 1061.0, 328.0, 18.0], Wc5XZNTUSc, 5694599]
[paragraph, [429.0, 1079.0, 328.0, 18.0], Wc5XZNTUSc, 5694599]
[section-title, [75.0, 1090.0, 153.0, 30.0], NLVPcYeEGs, 5694599]
[paragraph, [78.0, 1124.0, 347.0, 18.0], zR7K4Ft-RN, 5694599]
[paragraph, [78.0, 1142.0, 347.0, 18.0], zR7K4Ft-RN, 5694599]
[paragraph, [78.0, 1160.0, 347.0, 18.0], zR7K4Ft-RN, 5694599]
[paragraph, [428.0, 1135.0, 323.0, 18.0], V3rV34gIOk, 5694599]
[paragraph, [428.0, 1153.0, 323.0, 18.0], V3rV34gIOk, 5694599]
[paragraph, [428.0, 1171.0, 323.0, 18.0], V3rV34gIOk, 5694599]
[paragraph, [428.0, 1189.0, 323.0, 18.0], V3rV34gIOk, 5694599]
[paragraph, [75.0, 1213.0, 354.0, 18.0], 4s68GyhWEV, 5694599]
[paragraph, [75.0, 1231.0, 354.0, 18.0], 4s68GyhWEV, 5694599]
