[1818, 1374]
[folio, [486.0, 104.0, 407.0, 36.0], shoonya_1s8KPXPOQ9ZDBB, 5682482]
[paragraph, [113.0, 180.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 216.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 252.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 288.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 324.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 360.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 396.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 432.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 468.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 504.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 540.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 576.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 612.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 648.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 684.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 720.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 756.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 792.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 828.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 864.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 900.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 936.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 972.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1008.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1044.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1080.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1116.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1152.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1188.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1224.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1260.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1296.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1332.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1368.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1404.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1440.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1476.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1512.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1548.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1584.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1620.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [113.0, 1656.0, 568.0, 36.0], FaL0Bziyzp, 5682482]
[paragraph, [700.0, 180.0, 565.0, 36.0], EoHQQPvcsT, 5682482]
[paragraph, [700.0, 216.0, 565.0, 36.0], EoHQQPvcsT, 5682482]
[paragraph, [700.0, 252.0, 565.0, 36.0], EoHQQPvcsT, 5682482]
[paragraph, [700.0, 288.0, 565.0, 36.0], EoHQQPvcsT, 5682482]
[paragraph, [700.0, 350.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 386.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 422.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 458.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 494.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 530.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 566.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 602.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 638.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 674.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 710.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 746.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 782.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 818.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 854.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 890.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 926.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 962.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 998.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1034.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1070.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1106.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1142.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1178.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1214.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1250.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1286.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1322.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1358.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1394.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1430.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1466.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1502.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1538.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [700.0, 1574.0, 566.0, 36.0], PbXDWXBIHF, 5682482]
[paragraph, [736.0, 1672.0, 539.0, 36.0], g2X5IBQso-, 5682482]
