[2806, 1983]
[folio, [225.0, 231.0, 801.0, 46.5], shoonya_1s7NGRO69N76IY, 5683125]
[folio, [225.0, 277.5, 801.0, 46.5], shoonya_1s7NGRO69N76IY, 5683125]
[paragraph, [220.0, 424.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 470.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 517.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 563.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 610.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 656.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 703.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 749.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 796.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 842.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 889.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 935.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 982.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 1028.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 1075.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 1121.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 1168.0, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [220.0, 1214.5, 1536.0, 46.5], JozW_bXgWZ, 5683125]
[paragraph, [219.0, 1413.0, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1459.5, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1506.0, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1552.5, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1599.0, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1645.5, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1692.0, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1738.5, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [219.0, 1785.0, 1552.0, 46.5], shoonya_0sV7T0ZR9GM8YM, 5683125]
[paragraph, [220.0, 1944.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 1990.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2037.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2083.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2130.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2176.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2223.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2269.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2316.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2362.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2409.0, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
[paragraph, [220.0, 2455.5, 1550.0, 46.5], shoonya_2sAI8J9KXA86AT, 5683125]
