[1754, 1241]
[section-title, [425.0, 105.0, 381.0, 49.5], qg3S4IWCZU, 5706588]
[section-title, [425.0, 154.5, 381.0, 49.5], qg3S4IWCZU, 5706588]
[folio, [294.0, 244.0, 251.0, 36.0], a2wmssdzZR, 5706588]
[folio, [564.0, 246.0, 310.0, 36.0], 8aFWQRITu2, 5706588]
[folio, [909.0, 251.0, 185.0, 36.0], yXwApwfEkL, 5706588]
[folio, [146.0, 256.0, 130.0, 36.0], ahgtrH14lI, 5706588]
[ordered-list, [138.0, 378.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 414.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 450.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 486.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 522.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 558.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 594.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 630.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 666.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 702.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 738.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 774.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 810.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 846.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 882.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 918.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 954.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 990.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1026.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1062.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1098.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1134.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1170.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1206.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1242.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1278.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1314.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1350.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1386.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1422.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1458.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1494.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1530.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[ordered-list, [138.0, 1566.0, 969.0, 36.0], shoonya_0sQDZ5UQ46AJH7, 5706588]
[sub-ordered-list, [175.0, 457.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 493.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 529.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 565.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 601.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 637.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 673.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 709.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 745.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 781.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 817.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 853.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 889.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 925.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 961.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 997.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1033.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1069.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1105.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1141.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1177.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1213.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1249.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1285.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1321.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1357.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1393.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1429.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1465.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1501.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
[sub-ordered-list, [175.0, 1537.0, 927.0, 36.0], _TWA_d8iVA, 5706588]
