[2806, 1984]
[folio, [427.0, 95.0, 1123.0, 46.5], 40ylIDqjzV, 5699147]
[folio, [427.0, 141.5, 1123.0, 46.5], 40ylIDqjzV, 5699147]
[paragraph, [293.0, 192.0, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 238.5, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 285.0, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 331.5, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 378.0, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 424.5, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[paragraph, [293.0, 471.0, 1515.0, 46.5], shoonya_0s9QKJ0FQH3I3U, 5699147]
[answer, [150.0, 651.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 697.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 744.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 790.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 837.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 883.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 930.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 976.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1023.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1069.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1116.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1162.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1209.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1255.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1302.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1348.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1395.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1441.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1488.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1534.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1581.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1627.5, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
[answer, [150.0, 1674.0, 1675.0, 46.5], shoonya_5s2AE0LDY2NNZT, 5699147]
