[1337, 839]
[folio, [346.0, 88.0, 126.0, 18.0], shoonya_0sLTLJOBA3G4EP, 5770385]
[folio, [346.0, 106.0, 126.0, 18.0], shoonya_0sLTLJOBA3G4EP, 5770385]
[paragraph, [69.0, 153.0, 340.0, 18.0], RrPqnF0rPR, 5770385]
[paragraph, [69.0, 171.0, 340.0, 18.0], RrPqnF0rPR, 5770385]
[paragraph, [69.0, 189.0, 340.0, 18.0], RrPqnF0rPR, 5770385]
[paragraph, [413.0, 153.0, 325.0, 18.0], EAplBHPA5B, 5770385]
[paragraph, [413.0, 171.0, 325.0, 18.0], EAplBHPA5B, 5770385]
[paragraph, [413.0, 189.0, 325.0, 18.0], EAplBHPA5B, 5770385]
[paragraph, [72.0, 205.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 223.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 241.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 259.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 277.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 295.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [72.0, 313.0, 334.0, 18.0], x_J9KFa0sy, 5770385]
[paragraph, [411.0, 205.0, 326.0, 18.0], IyadkN61X9, 5770385]
[paragraph, [411.0, 223.0, 326.0, 18.0], IyadkN61X9, 5770385]
[paragraph, [411.0, 241.0, 326.0, 18.0], IyadkN61X9, 5770385]
[paragraph, [412.0, 255.0, 327.0, 18.0], DUEMeaOo0C, 5770385]
[paragraph, [412.0, 273.0, 327.0, 18.0], DUEMeaOo0C, 5770385]
[paragraph, [412.0, 291.0, 327.0, 18.0], DUEMeaOo0C, 5770385]
[paragraph, [412.0, 309.0, 327.0, 18.0], DUEMeaOo0C, 5770385]
[paragraph, [412.0, 327.0, 327.0, 18.0], DUEMeaOo0C, 5770385]
[paragraph, [73.0, 333.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [73.0, 351.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [73.0, 369.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [73.0, 387.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [73.0, 405.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [73.0, 423.0, 336.0, 18.0], U_zwyrku5i, 5770385]
[paragraph, [416.0, 359.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 377.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 395.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 413.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 431.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 449.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 467.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 485.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 503.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 521.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 539.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 557.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 575.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 593.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 611.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 629.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 647.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 665.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 683.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 701.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 719.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 737.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 755.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 773.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 791.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 809.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 827.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 845.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 863.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 881.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 899.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 917.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 935.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 953.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 971.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 989.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1007.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1025.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1043.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1061.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1079.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1097.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1115.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1133.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [416.0, 1151.0, 330.0, 18.0], otnYiyh6S9, 5770385]
[paragraph, [73.0, 434.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 452.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 470.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 488.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 506.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 524.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 542.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 560.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 578.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 596.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 614.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 632.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 650.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [73.0, 668.0, 337.0, 18.0], 4pXz1-7hoE, 5770385]
[paragraph, [79.0, 694.0, 333.0, 18.0], RcgnHDkSyV, 5770385]
[paragraph, [79.0, 712.0, 333.0, 18.0], RcgnHDkSyV, 5770385]
[paragraph, [79.0, 730.0, 333.0, 18.0], RcgnHDkSyV, 5770385]
[paragraph, [79.0, 748.0, 333.0, 18.0], RcgnHDkSyV, 5770385]
[paragraph, [79.0, 769.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 787.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 805.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 823.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 841.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 859.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [79.0, 877.0, 333.0, 18.0], aS3HImOgPC, 5770385]
[paragraph, [80.0, 895.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 913.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 931.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 949.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 967.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 985.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1003.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1021.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1039.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1057.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1075.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1093.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1111.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1129.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1147.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1165.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1183.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1201.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1219.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [80.0, 1237.0, 332.0, 18.0], tPETWAFZNf, 5770385]
[paragraph, [416.0, 1176.0, 324.0, 18.0], HhGC2gQ2Gj, 5770385]
[paragraph, [416.0, 1194.0, 324.0, 18.0], HhGC2gQ2Gj, 5770385]
[paragraph, [416.0, 1212.0, 324.0, 18.0], HhGC2gQ2Gj, 5770385]
[paragraph, [416.0, 1230.0, 324.0, 18.0], HhGC2gQ2Gj, 5770385]
