[2200, 1700]
[section-title, [183.0, 238.0, 197.0, 52.5], v2ve3PiOdj, 5659141]
[unordered-list, [217.0, 317.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 353.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 389.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 425.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 461.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 497.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 533.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 569.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 605.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 641.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 677.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 713.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [217.0, 749.0, 916.0, 36.0], YobvOTUk-T, 5659141]
[unordered-list, [169.0, 940.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 976.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 1012.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 1048.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 1084.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 1120.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[unordered-list, [169.0, 1156.0, 440.0, 36.0], shoonya_0sLR81OHQXQBPE, 5659141]
[website-link, [238.0, 954.0, 258.0, 18.0], CU4Z7UxeGy, 5659141]
[website-link, [238.0, 972.0, 258.0, 18.0], CU4Z7UxeGy, 5659141]
[website-link, [238.0, 995.0, 233.0, 18.0], hr7crSpSIx, 5659141]
[website-link, [238.0, 1013.0, 233.0, 18.0], hr7crSpSIx, 5659141]
[website-link, [242.0, 1036.0, 249.0, 18.0], YdHnprheA6, 5659141]
[website-link, [242.0, 1054.0, 249.0, 18.0], YdHnprheA6, 5659141]
[website-link, [238.0, 1079.0, 220.0, 18.0], 2VajGPSgTG, 5659141]
[website-link, [238.0, 1129.0, 354.0, 18.0], FwNyAR6fHO, 5659141]
[website-link, [238.0, 1147.0, 354.0, 18.0], FwNyAR6fHO, 5659141]
