[911, 561]
[chapter-title, [159.0, 0.0, 257.0, 30.0], shoonya_0s9GICQO6Y0RRT, 5776226]
[paragraph, [18.0, 47.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 65.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 83.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 101.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 119.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 137.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 155.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 173.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 191.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 209.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 227.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 245.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 263.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 281.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 299.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 317.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 335.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 353.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 371.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 389.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 407.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 425.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [18.0, 443.0, 527.0, 18.0], sUGIZsxIxW, 5776226]
[paragraph, [19.0, 469.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [19.0, 487.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [19.0, 505.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [19.0, 523.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [19.0, 541.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [19.0, 559.0, 525.0, 18.0], UfrhrsTuY5, 5776226]
[paragraph, [17.0, 593.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 611.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 629.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 647.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 665.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 683.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 701.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 719.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 737.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 755.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 773.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 791.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 809.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 827.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 845.0, 532.0, 18.0], btUNB9cYPK, 5776226]
[paragraph, [17.0, 863.0, 532.0, 18.0], btUNB9cYPK, 5776226]
