[864, 612]
[paragraph, [61.0, 71.0, 490.0, 18.0], Y_DtO_ee27, 5717639]
[paragraph, [61.0, 89.0, 490.0, 18.0], Y_DtO_ee27, 5717639]
[ordered-list, [57.0, 162.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 180.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 198.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 216.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 234.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 252.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 270.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 288.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 306.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 324.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 342.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 360.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 378.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 396.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 414.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 432.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 450.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 468.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 486.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 504.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 522.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 540.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 558.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 576.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 594.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 612.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 630.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 648.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 666.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 684.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 702.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[ordered-list, [57.0, 720.0, 504.0, 18.0], ugSPGQP-th, 5717639]
[sub-ordered-list, [60.0, 165.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 183.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 201.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 219.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 237.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 255.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 273.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 291.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 309.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 327.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 345.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 363.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 381.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 399.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 417.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 435.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 453.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 471.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 489.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 507.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 525.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 543.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 561.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 579.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 597.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 615.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 633.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 651.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 669.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 687.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[sub-ordered-list, [60.0, 705.0, 492.0, 18.0], aGzQEXUaPd, 5717639]
[subsub-ordered-list, [85.0, 220.0, 468.0, 18.0], r22kGAEdAz, 5717639]
