[2363, 1655]
[chapter-title, [493.0, 537.0, 669.0, 70.5], shoonya_0sQK7T6E0ZV9FA, 5721267]
[chapter-title, [493.0, 607.5, 669.0, 70.5], shoonya_0sQK7T6E0ZV9FA, 5721267]
[paragraph, [186.0, 748.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [186.0, 784.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [186.0, 820.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [186.0, 856.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [186.0, 892.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [186.0, 928.0, 1305.0, 36.0], RAHLmShm6P, 5721267]
[paragraph, [171.0, 990.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1026.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1062.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1098.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1134.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1170.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1206.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1242.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1278.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1314.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1350.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1386.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1422.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1458.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1494.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1530.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [171.0, 1566.0, 1311.0, 36.0], GDPjCs8isC, 5721267]
[paragraph, [153.0, 1624.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1660.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1696.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1732.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1768.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1804.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1840.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1876.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1912.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1948.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 1984.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 2020.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 2056.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [153.0, 2092.0, 1335.0, 36.0], hCrIhdzq-D, 5721267]
[paragraph, [148.0, 2139.0, 1330.0, 36.0], 6NEM7eufwm, 5721267]
[paragraph, [148.0, 2175.0, 1330.0, 36.0], 6NEM7eufwm, 5721267]
[paragraph, [148.0, 2211.0, 1330.0, 36.0], 6NEM7eufwm, 5721267]
