[567, 454]
[chapter-title, [213.0, 144.0, 204.0, 30.0], GTBE_0PvtC, 6459806]
[paragraph, [36.0, 193.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [36.0, 211.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [36.0, 229.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [36.0, 247.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [36.0, 265.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [36.0, 283.0, 189.0, 18.0], shoonya_2sUJM1DO30ZPAZ, 6459806]
[paragraph, [225.0, 193.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [225.0, 211.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [225.0, 229.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [225.0, 247.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [225.0, 265.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [225.0, 283.0, 189.0, 18.0], s03EbLP0SX, 6459806]
[paragraph, [31.0, 306.0, 194.0, 18.0], k5F2E7FNVy, 6459806]
[paragraph, [31.0, 324.0, 194.0, 18.0], k5F2E7FNVy, 6459806]
[paragraph, [31.0, 342.0, 194.0, 18.0], k5F2E7FNVy, 6459806]
[paragraph, [31.0, 360.0, 194.0, 18.0], k5F2E7FNVy, 6459806]
[paragraph, [31.0, 378.0, 194.0, 18.0], k5F2E7FNVy, 6459806]
[paragraph, [226.0, 306.0, 191.0, 18.0], 5xktj-HHnt, 6459806]
[paragraph, [226.0, 324.0, 191.0, 18.0], 5xktj-HHnt, 6459806]
[paragraph, [226.0, 342.0, 191.0, 18.0], 5xktj-HHnt, 6459806]
[paragraph, [225.0, 356.0, 195.0, 18.0], dHc_8NJCFl, 6459806]
[paragraph, [225.0, 374.0, 195.0, 18.0], dHc_8NJCFl, 6459806]
[paragraph, [223.0, 394.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [223.0, 412.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [223.0, 430.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [223.0, 448.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [223.0, 466.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [223.0, 484.0, 197.0, 18.0], eCQnQ_gqyl, 6459806]
[paragraph, [31.0, 399.0, 193.0, 18.0], 57vyuZ9xys, 6459806]
[paragraph, [31.0, 417.0, 193.0, 18.0], 57vyuZ9xys, 6459806]
[paragraph, [34.0, 431.0, 184.0, 18.0], 48UEgNWsVi, 6459806]
[paragraph, [34.0, 449.0, 184.0, 18.0], 48UEgNWsVi, 6459806]
[paragraph, [34.0, 467.0, 184.0, 18.0], 48UEgNWsVi, 6459806]
[paragraph, [36.0, 486.0, 184.0, 18.0], fu6YTJQKlQ, 6459806]
[paragraph, [191.0, 513.0, 78.0, 18.0], p8KXCUAIsc, 6459806]
