[2200, 1700]
[paragraph, [903.0, 204.0, 656.0, 36.0], Ygei-iEmR3, 5752515]
[paragraph, [903.0, 240.0, 656.0, 36.0], Ygei-iEmR3, 5752515]
[paragraph, [903.0, 276.0, 656.0, 36.0], Ygei-iEmR3, 5752515]
[paragraph, [903.0, 312.0, 656.0, 36.0], Ygei-iEmR3, 5752515]
[paragraph, [903.0, 348.0, 656.0, 36.0], Ygei-iEmR3, 5752515]
[paragraph, [143.0, 209.0, 657.0, 36.0], shoonya_7s7SHMYU9KLLGJ, 5752515]
[paragraph, [143.0, 245.0, 657.0, 36.0], shoonya_7s7SHMYU9KLLGJ, 5752515]
[paragraph, [143.0, 281.0, 657.0, 36.0], shoonya_7s7SHMYU9KLLGJ, 5752515]
[paragraph, [143.0, 317.0, 657.0, 36.0], shoonya_7s7SHMYU9KLLGJ, 5752515]
[paragraph, [143.0, 353.0, 657.0, 36.0], shoonya_7s7SHMYU9KLLGJ, 5752515]
[paragraph, [903.0, 426.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [903.0, 462.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [903.0, 498.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [903.0, 534.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [903.0, 570.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [903.0, 606.0, 654.0, 36.0], shoonya_8sKMG0E5PBY77G, 5752515]
[paragraph, [141.0, 427.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 463.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 499.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 535.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 571.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 607.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [141.0, 643.0, 655.0, 36.0], shoonya_3s2L39MP48UHKX, 5752515]
[paragraph, [898.0, 688.0, 661.0, 36.0], shoonya_10sZDE7LCM6689, 5752515]
[paragraph, [898.0, 724.0, 661.0, 36.0], shoonya_10sZDE7LCM6689, 5752515]
[paragraph, [898.0, 760.0, 661.0, 36.0], shoonya_10sZDE7LCM6689, 5752515]
[paragraph, [898.0, 796.0, 661.0, 36.0], shoonya_10sZDE7LCM6689, 5752515]
[paragraph, [898.0, 832.0, 661.0, 36.0], shoonya_10sZDE7LCM6689, 5752515]
[paragraph, [144.0, 734.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 770.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 806.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 842.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 878.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 914.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [144.0, 950.0, 651.0, 36.0], shoonya_6sVGC3Z8PXRA31, 5752515]
[paragraph, [900.0, 903.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 939.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 975.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1011.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1047.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1083.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1119.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1155.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1191.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1227.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [900.0, 1263.0, 656.0, 36.0], shoonya_2sWY5DGCRTDW39, 5752515]
[paragraph, [142.0, 1038.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1074.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1110.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1146.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1182.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1218.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1254.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1290.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1326.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1362.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1398.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1434.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1470.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1506.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1542.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1578.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [142.0, 1614.0, 656.0, 36.0], shoonya_1s2503QR9CFRZ8, 5752515]
[paragraph, [902.0, 1342.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1378.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1414.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1450.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1486.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1522.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1558.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1594.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1630.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1666.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1702.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1738.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [902.0, 1774.0, 655.0, 36.0], shoonya_0sB52FT79BK0FW, 5752515]
[paragraph, [142.0, 1697.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1733.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1769.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1805.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1841.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1877.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1913.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [142.0, 1949.0, 651.0, 36.0], shoonya_4sTPPJ15FLYFKI, 5752515]
[paragraph, [902.0, 1866.0, 655.0, 36.0], shoonya_9s8SWC4J2WDFI5, 5752515]
[paragraph, [902.0, 1902.0, 655.0, 36.0], shoonya_9s8SWC4J2WDFI5, 5752515]
[paragraph, [902.0, 1938.0, 655.0, 36.0], shoonya_9s8SWC4J2WDFI5, 5752515]
