[1241, 798]
[folio, [81.0, 59.0, 152.0, 18.0], EKjVZ1Vlim, 5702465]
[folio, [81.0, 77.0, 152.0, 18.0], EKjVZ1Vlim, 5702465]
[paragraph, [74.0, 109.0, 638.0, 18.0], 1GF0pvB4th, 5702465]
[paragraph, [74.0, 127.0, 638.0, 18.0], 1GF0pvB4th, 5702465]
[paragraph, [74.0, 145.0, 638.0, 18.0], 1GF0pvB4th, 5702465]
[paragraph, [74.0, 163.0, 638.0, 18.0], 1GF0pvB4th, 5702465]
[paragraph, [94.0, 197.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [94.0, 215.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [94.0, 233.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [94.0, 251.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [94.0, 269.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [94.0, 287.0, 615.0, 18.0], shoonya_4s1Q6W2FA05N65, 5702465]
[paragraph, [91.0, 317.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 335.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 353.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 371.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 389.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 407.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 425.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 443.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 461.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 479.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [91.0, 497.0, 617.0, 18.0], shoonya_2sLGKXEFOU8J11, 5702465]
[paragraph, [90.0, 544.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 562.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 580.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 598.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 616.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 634.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 652.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 670.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 688.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 706.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 724.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 742.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 760.0, 618.0, 18.0], shoonya_1sX1GVCGIPDH94, 5702465]
[paragraph, [90.0, 803.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 821.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 839.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 857.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 875.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 893.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 911.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 929.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 947.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 965.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 983.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 1001.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 1019.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 1037.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [90.0, 1055.0, 619.0, 18.0], shoonya_0sG3WWCU7LEL6D, 5702465]
[paragraph, [96.0, 1098.0, 611.0, 18.0], shoonya_3sU0M3LY14B8MX, 5702465]
[paragraph, [96.0, 1116.0, 611.0, 18.0], shoonya_3sU0M3LY14B8MX, 5702465]
[paragraph, [96.0, 1134.0, 611.0, 18.0], shoonya_3sU0M3LY14B8MX, 5702465]
[paragraph, [96.0, 1152.0, 611.0, 18.0], shoonya_3sU0M3LY14B8MX, 5702465]
