[2339, 1654]
[folio, [99.0, 87.0, 302.0, 36.0], Tw0Erws45R, 5751278]
[paragraph, [72.0, 130.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 166.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 202.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 238.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 274.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 310.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 346.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [72.0, 382.0, 1492.0, 36.0], 9Api1ZalV3, 5751278]
[paragraph, [247.0, 404.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 440.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 476.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 512.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 548.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 584.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 620.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 656.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 692.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[paragraph, [247.0, 728.0, 1170.0, 36.0], shoonya_3s6HBLQS6E3F2Y, 5751278]
[reference, [957.0, 791.0, 443.0, 36.0], shoonya_1sVUH15OR80PEK, 5751278]
[paragraph, [104.0, 851.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 887.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 923.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 959.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 995.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1031.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1067.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1103.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1139.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1175.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1211.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1247.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1283.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1319.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1355.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [104.0, 1391.0, 1464.0, 36.0], shoonya_0sI1F32M3AKYA2, 5751278]
[paragraph, [110.0, 1422.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1458.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1494.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1530.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1566.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1602.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1638.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1674.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1710.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1746.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1782.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1818.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1854.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1890.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1926.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1962.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 1998.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [110.0, 2034.0, 1445.0, 36.0], shoonya_2s0PQH15LHAG20, 5751278]
[paragraph, [93.0, 2071.0, 1469.0, 36.0], Z-p1EyTxV0, 5751278]
[paragraph, [93.0, 2107.0, 1469.0, 36.0], Z-p1EyTxV0, 5751278]
[paragraph, [93.0, 2143.0, 1469.0, 36.0], Z-p1EyTxV0, 5751278]
[paragraph, [93.0, 2179.0, 1469.0, 36.0], Z-p1EyTxV0, 5751278]
[paragraph, [93.0, 2215.0, 1469.0, 36.0], Z-p1EyTxV0, 5751278]
