[1267, 753]
[folio, [337.0, 75.0, 75.0, 18.0], shoonya_2s6VPWMNML1J8X, 5700124]
[paragraph, [72.0, 117.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 135.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 153.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 171.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 189.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 207.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 225.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 243.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 261.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 279.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 297.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 315.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 333.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 351.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 369.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 387.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 405.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 423.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 441.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 459.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 477.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 495.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 513.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 531.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 549.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 567.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 585.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 603.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 621.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 639.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 657.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 675.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 693.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 711.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 729.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 747.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 765.0, 600.0, 18.0], 590A4GKNec, 5700124]
[paragraph, [72.0, 783.0, 600.0, 18.0], 590A4GKNec, 5700124]
[section-title, [261.0, 836.0, 215.0, 30.0], shoonya_4s68P38M1I3XPM, 5700124]
[paragraph, [70.0, 883.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 901.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 919.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 937.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 955.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 973.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 991.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1009.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1027.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1045.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1063.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1081.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1099.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1117.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1135.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1153.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
[paragraph, [70.0, 1171.0, 601.0, 18.0], shoonya_1sH04J92O8YW9L, 5700124]
