[1754, 1240]
[headline, [149.0, 109.0, 939.0, 37.5], shoonya_0sLL0IE2K128B5, 5773809]
[headline, [149.0, 146.5, 939.0, 37.5], shoonya_0sLL0IE2K128B5, 5773809]
[paragraph, [43.0, 252.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 288.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 324.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 360.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 396.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 432.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 468.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 504.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 540.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 576.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 612.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 648.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 684.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 720.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 756.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 792.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 828.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 864.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 900.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 936.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 972.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1008.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1044.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1080.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1116.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1152.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1188.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1224.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1260.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [43.0, 1296.0, 1141.0, 36.0], shoonya_1sE398SK66ENUY, 5773809]
[paragraph, [46.0, 1343.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1379.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1415.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1451.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1487.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1523.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1559.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1595.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
[paragraph, [46.0, 1631.0, 1139.0, 36.0], n91ys7JVCt, 5773809]
