[2334, 1650]
[paragraph, [215.0, 146.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 182.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 218.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 254.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 290.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 326.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 362.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 398.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 434.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 470.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 506.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 542.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 578.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 614.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 650.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 686.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 722.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 758.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [215.0, 794.0, 1307.0, 36.0], shoonya_0sSGVB1ZXEFTVN, 5652726]
[paragraph, [245.0, 821.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [245.0, 857.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [245.0, 893.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [245.0, 929.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [245.0, 965.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [245.0, 1001.0, 1278.0, 36.0], 6sb9VeI_Sl, 5652726]
[paragraph, [293.0, 1042.0, 902.0, 36.0], 2qRgB7sCe6, 5652726]
[paragraph, [210.0, 1104.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [210.0, 1140.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [210.0, 1176.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [210.0, 1212.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [210.0, 1248.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [210.0, 1284.0, 1293.0, 36.0], ye1fM0DKO2, 5652726]
[paragraph, [221.0, 1324.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1360.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1396.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1432.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1468.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1504.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1540.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1576.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1612.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1648.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1684.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [221.0, 1720.0, 1272.0, 36.0], -4vvIZAjWN, 5652726]
[paragraph, [225.0, 1756.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1792.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1828.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1864.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1900.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1936.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 1972.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[paragraph, [225.0, 2008.0, 1264.0, 36.0], z7qTpv5tcC, 5652726]
[folio, [356.0, 2099.0, 385.0, 36.0], 8GkC-TKWI4, 5652726]
[folio, [356.0, 2135.0, 385.0, 36.0], 8GkC-TKWI4, 5652726]
