[1152, 739]
[section-title, [311.0, 116.0, 119.0, 30.0], shoonya_2sYVSTDL77Q5SS, 5740956]
[paragraph, [95.0, 165.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 183.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 201.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 219.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 237.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 255.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 273.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 291.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 309.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [95.0, 327.0, 549.0, 18.0], shoonya_0sX1EYN2JU8B0N, 5740956]
[paragraph, [94.0, 355.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 373.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 391.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 409.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 427.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 445.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 463.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 481.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 499.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 517.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 535.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 553.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 571.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 589.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 607.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 625.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 643.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 661.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 679.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 697.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 715.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 733.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 751.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 769.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 787.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 805.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 823.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 841.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 859.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 877.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 895.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 913.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 931.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 949.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 967.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[paragraph, [94.0, 985.0, 546.0, 18.0], B5WOPcwCNp, 5740956]
[footnote, [422.0, 1109.0, 270.0, 18.0], mtzj5gQX2z, 5740956]
