[6000, 4167]
[folio, [1191.0, 619.0, 1753.0, 52.5], VbDCw9wcnq, 5721888]
[folio, [1191.0, 671.5, 1753.0, 52.5], VbDCw9wcnq, 5721888]
[folio, [1191.0, 724.0, 1753.0, 52.5], VbDCw9wcnq, 5721888]
[paragraph, [517.0, 910.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 962.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1015.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1067.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1120.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1172.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1225.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1277.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1330.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1382.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1435.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1487.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1540.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1592.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1645.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1697.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1750.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1802.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1855.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1907.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 1960.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2012.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2065.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2117.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2170.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2222.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2275.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2327.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2380.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2432.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2485.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2537.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2590.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2642.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2695.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2747.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2800.0, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
[paragraph, [517.0, 2852.5, 3124.0, 52.5], shoonya_0sJEOTD6ZNA2S1, 5721888]
