[1818, 1374]
[folio, [615.0, 108.0, 138.0, 36.0], mquT775k2r, 5683366]
[paragraph, [110.0, 175.0, 559.0, 36.0], shoonya_1sVFBZZ74LW6HU, 5683366]
[paragraph, [110.0, 211.0, 559.0, 36.0], shoonya_1sVFBZZ74LW6HU, 5683366]
[paragraph, [110.0, 247.0, 559.0, 36.0], shoonya_1sVFBZZ74LW6HU, 5683366]
[paragraph, [110.0, 283.0, 559.0, 36.0], shoonya_1sVFBZZ74LW6HU, 5683366]
[paragraph, [110.0, 319.0, 559.0, 36.0], shoonya_1sVFBZZ74LW6HU, 5683366]
[paragraph, [694.0, 176.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 212.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 248.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 284.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 320.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 356.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 392.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 428.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 464.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 500.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 536.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 572.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 608.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 644.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 680.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 716.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 752.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 788.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 824.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 860.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 896.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 932.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 968.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 1004.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 1040.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 1076.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 1112.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [694.0, 1148.0, 576.0, 36.0], shoonya_0sI6E3G8VWIDQS, 5683366]
[paragraph, [107.0, 390.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 426.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 462.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 498.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 534.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 570.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 606.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 642.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 678.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 714.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 750.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 786.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 822.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 858.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 894.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 930.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 966.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 1002.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 1038.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 1074.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 1110.0, 569.0, 36.0], HgWPT6Qr3m, 5683366]
[paragraph, [107.0, 1158.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1194.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1230.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1266.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1302.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1338.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1374.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1410.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1446.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1482.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1518.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [107.0, 1554.0, 570.0, 36.0], yBwWDXzynt, 5683366]
[paragraph, [699.0, 1200.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1236.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1272.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1308.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1344.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1380.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1416.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1452.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1488.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1524.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1560.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1596.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1632.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [699.0, 1668.0, 573.0, 36.0], juVDngZTGb, 5683366]
[paragraph, [105.0, 1628.0, 573.0, 36.0], M32cE9zAKi, 5683366]
[paragraph, [105.0, 1664.0, 573.0, 36.0], M32cE9zAKi, 5683366]
