[2200, 1700]
[paragraph, [287.0, 96.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 132.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 168.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 204.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 240.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 276.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 312.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 348.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 384.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 420.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 456.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 492.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 528.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 564.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 600.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 636.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 672.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 708.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 744.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 780.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 816.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 852.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 888.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 924.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 960.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 996.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 1032.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 1068.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [287.0, 1104.0, 1149.0, 36.0], shoonya_0sSE5HKQ6TQT7P, 5730984]
[paragraph, [313.0, 1168.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1204.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1240.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1276.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1312.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1348.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1384.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1420.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1456.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1492.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1528.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1564.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1600.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1636.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1672.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1708.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1744.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1780.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1816.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1852.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1888.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[paragraph, [313.0, 1924.0, 1103.0, 36.0], shoonya_1sACPPURXF05S2, 5730984]
[folio, [961.0, 2047.0, 369.0, 36.0], n66cjjTb7W, 5730984]
