[2339, 1656]
[headline, [773.0, 182.0, 101.0, 67.5], L_Btm-clPO, 5752930]
[paragraph, [553.0, 329.0, 567.0, 36.0], 6Y4xkuiFtx, 5752930]
[paragraph, [553.0, 365.0, 567.0, 36.0], 6Y4xkuiFtx, 5752930]
[paragraph, [553.0, 401.0, 567.0, 36.0], 6Y4xkuiFtx, 5752930]
[paragraph, [553.0, 437.0, 567.0, 36.0], 6Y4xkuiFtx, 5752930]
[paragraph, [553.0, 473.0, 567.0, 36.0], 6Y4xkuiFtx, 5752930]
[paragraph, [163.0, 547.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 583.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 619.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 655.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 691.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 727.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 763.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 799.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 835.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 871.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 907.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 943.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 979.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1015.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1051.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1087.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1123.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1159.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1195.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1231.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1267.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1303.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1339.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1375.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1411.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [163.0, 1447.0, 563.0, 36.0], ub0NfPbk6B, 5752930]
[paragraph, [176.0, 1609.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1645.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1681.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1717.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1753.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1789.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1825.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1861.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1897.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1933.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 1969.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[paragraph, [176.0, 2005.0, 592.0, 36.0], gtJF-RSF4C, 5752930]
[folio, [99.0, 2182.0, 484.0, 36.0], shoonya_0s0X351ITPG7VU, 5752930]
