[1425, 1088]
[chapter-title, [111.0, 112.0, 103.0, 30.0], shoonya_0sMWDFQ4YK5IMG, 5759197]
[chapter-title, [111.0, 202.0, 103.0, 30.0], shoonya_0sMWDFQ4YK5IMG, 5759197]
[section-title, [218.0, 150.0, 699.0, 30.0], _9hA1so23_, 5759197]
[section-title, [218.0, 180.0, 699.0, 30.0], _9hA1so23_, 5759197]
[paragraph, [101.0, 251.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 269.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 287.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 305.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 323.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 341.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 359.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 377.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [101.0, 395.0, 851.0, 18.0], shoonya_6sT7K8FFVWMWWD, 5759197]
[paragraph, [97.0, 435.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 453.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 471.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 489.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 507.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 525.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [97.0, 543.0, 854.0, 18.0], shoonya_4s14KPEJQMRI59, 5759197]
[paragraph, [121.0, 601.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 619.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 637.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 655.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 673.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 691.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 709.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[paragraph, [121.0, 727.0, 811.0, 18.0], Wd69JKafX8, 5759197]
[section-title, [195.0, 806.0, 312.0, 30.0], shoonya_5sUY7AQ54CG0OZ, 5759197]
[paragraph, [108.0, 863.0, 840.0, 18.0], jwViDcDjKI, 5759197]
[paragraph, [108.0, 881.0, 840.0, 18.0], jwViDcDjKI, 5759197]
[paragraph, [108.0, 899.0, 840.0, 18.0], jwViDcDjKI, 5759197]
[paragraph, [108.0, 917.0, 840.0, 18.0], jwViDcDjKI, 5759197]
[paragraph, [108.0, 935.0, 840.0, 18.0], jwViDcDjKI, 5759197]
[paragraph, [118.0, 1064.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1082.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1100.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1118.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1136.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1154.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1172.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1190.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1208.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[paragraph, [118.0, 1226.0, 815.0, 18.0], shoonya_2sJSQTEYL1O5J7, 5759197]
[folio, [102.0, 1339.0, 159.0, 18.0], NE8oGPW5l6, 5759197]
