[1468, 909]
[folio, [373.0, 79.0, 154.0, 18.0], BX-NCOEF9g, 5769890]
[folio, [373.0, 97.0, 154.0, 18.0], BX-NCOEF9g, 5769890]
[paragraph, [121.0, 143.0, 315.0, 18.0], itGf4_0J1L, 5769890]
[paragraph, [121.0, 161.0, 315.0, 18.0], itGf4_0J1L, 5769890]
[paragraph, [457.0, 144.0, 372.0, 18.0], zExwZE6QRT, 5769890]
[paragraph, [457.0, 162.0, 372.0, 18.0], zExwZE6QRT, 5769890]
[paragraph, [457.0, 180.0, 372.0, 18.0], zExwZE6QRT, 5769890]
[paragraph, [457.0, 198.0, 372.0, 18.0], zExwZE6QRT, 5769890]
[paragraph, [457.0, 216.0, 372.0, 18.0], zExwZE6QRT, 5769890]
[paragraph, [77.0, 174.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [77.0, 192.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [77.0, 210.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [77.0, 228.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [77.0, 246.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [77.0, 264.0, 370.0, 18.0], EJJnT_vFPX, 5769890]
[paragraph, [480.0, 227.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 245.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 263.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 281.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 299.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 317.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 335.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 353.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 371.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 389.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 407.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 425.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [480.0, 443.0, 345.0, 18.0], en3MjXauIU, 5769890]
[paragraph, [77.0, 282.0, 372.0, 18.0], 6U4s9fLhBU, 5769890]
[paragraph, [77.0, 300.0, 372.0, 18.0], 6U4s9fLhBU, 5769890]
[paragraph, [77.0, 318.0, 372.0, 18.0], 6U4s9fLhBU, 5769890]
[paragraph, [77.0, 336.0, 372.0, 18.0], 6U4s9fLhBU, 5769890]
[paragraph, [77.0, 354.0, 372.0, 18.0], 6U4s9fLhBU, 5769890]
[paragraph, [101.0, 366.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[paragraph, [101.0, 384.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[paragraph, [101.0, 402.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[paragraph, [101.0, 420.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[paragraph, [101.0, 438.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[paragraph, [101.0, 456.0, 345.0, 18.0], kSPnWAY4PK, 5769890]
[reference, [572.0, 454.0, 257.0, 18.0], WjxYp8t0PE, 5769890]
[reference, [572.0, 472.0, 257.0, 18.0], WjxYp8t0PE, 5769890]
[paragraph, [78.0, 483.0, 368.0, 18.0], UA_c_BotmT, 5769890]
[paragraph, [78.0, 501.0, 368.0, 18.0], UA_c_BotmT, 5769890]
[paragraph, [78.0, 519.0, 368.0, 18.0], UA_c_BotmT, 5769890]
[paragraph, [458.0, 483.0, 372.0, 18.0], ss8QArSapR, 5769890]
[paragraph, [458.0, 501.0, 372.0, 18.0], ss8QArSapR, 5769890]
[paragraph, [458.0, 519.0, 372.0, 18.0], ss8QArSapR, 5769890]
[paragraph, [483.0, 535.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 553.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 571.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 589.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 607.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 625.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 643.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 661.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 679.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 697.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 715.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 733.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [483.0, 751.0, 345.0, 18.0], dOBJs51GXm, 5769890]
[paragraph, [87.0, 537.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [87.0, 555.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [87.0, 573.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [87.0, 591.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [87.0, 609.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [87.0, 627.0, 361.0, 18.0], naDlcuhrdB, 5769890]
[paragraph, [77.0, 656.0, 372.0, 18.0], UbybqFP6jU, 5769890]
[paragraph, [77.0, 674.0, 372.0, 18.0], UbybqFP6jU, 5769890]
[paragraph, [77.0, 692.0, 372.0, 18.0], UbybqFP6jU, 5769890]
[paragraph, [108.0, 708.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 726.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 744.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 762.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 780.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 798.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[paragraph, [108.0, 816.0, 342.0, 18.0], U83AD82yEQ, 5769890]
[reference, [568.0, 763.0, 255.0, 18.0], JNjZ-OGwz-, 5769890]
[reference, [568.0, 781.0, 255.0, 18.0], JNjZ-OGwz-, 5769890]
