[3509, 2482]
[section-title, [1624.0, 431.0, 344.0, 93.0], PitEwYz454, 5691631]
[paragraph, [159.0, 569.0, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 621.5, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 674.0, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 726.5, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 779.0, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 831.5, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 884.0, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [159.0, 936.5, 1834.0, 52.5], VkpxyikHjP, 5691631]
[paragraph, [172.0, 1039.0, 1796.0, 52.5], HA2JwbEHSe, 5691631]
[paragraph, [172.0, 1091.5, 1796.0, 52.5], HA2JwbEHSe, 5691631]
[paragraph, [172.0, 1144.0, 1796.0, 52.5], HA2JwbEHSe, 5691631]
[paragraph, [259.0, 1198.0, 1705.0, 52.5], l7U_g3YuPA, 5691631]
[paragraph, [206.0, 1277.0, 1787.0, 52.5], a6QQVP5wbD, 5691631]
[paragraph, [206.0, 1329.5, 1787.0, 52.5], a6QQVP5wbD, 5691631]
[paragraph, [206.0, 1382.0, 1787.0, 52.5], a6QQVP5wbD, 5691631]
[paragraph, [197.0, 1433.0, 1802.0, 52.5], cNtk8PAffX, 5691631]
[paragraph, [197.0, 1485.5, 1802.0, 52.5], cNtk8PAffX, 5691631]
[paragraph, [197.0, 1538.0, 1802.0, 52.5], cNtk8PAffX, 5691631]
[paragraph, [272.0, 1602.0, 845.0, 52.5], EhWNRJV3-m, 5691631]
[paragraph, [284.0, 1674.0, 350.0, 52.5], o7biAnl3H2, 5691631]
[paragraph, [206.0, 1755.0, 1796.0, 52.5], 7nP3QGZ--h, 5691631]
[paragraph, [206.0, 1807.5, 1796.0, 52.5], 7nP3QGZ--h, 5691631]
[paragraph, [184.0, 1903.0, 1840.0, 52.5], bIqAPK7m3l, 5691631]
[paragraph, [184.0, 1955.5, 1840.0, 52.5], bIqAPK7m3l, 5691631]
[paragraph, [278.0, 2062.0, 1173.0, 52.5], cgxOxG8SSI, 5691631]
[paragraph, [301.0, 2152.0, 699.0, 52.5], nDHC6zUtIw, 5691631]
[paragraph, [316.0, 2226.0, 846.0, 52.5], pqrHj89OA_, 5691631]
[paragraph, [309.0, 2307.0, 368.0, 52.5], n-rkzHS9Rd, 5691631]
[paragraph, [283.0, 2381.0, 986.0, 52.5], Fq5BcHj91f, 5691631]
[paragraph, [211.0, 2454.0, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [211.0, 2506.5, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [211.0, 2559.0, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [211.0, 2611.5, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [211.0, 2664.0, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [211.0, 2716.5, 1808.0, 52.5], shoonya_0sUQWOL67G6QK1, 5691631]
[paragraph, [215.0, 2767.0, 1824.0, 52.5], ACqn3dKbnE, 5691631]
[paragraph, [215.0, 2819.5, 1824.0, 52.5], ACqn3dKbnE, 5691631]
[paragraph, [215.0, 2872.0, 1824.0, 52.5], ACqn3dKbnE, 5691631]
[paragraph, [215.0, 2924.5, 1824.0, 52.5], ACqn3dKbnE, 5691631]
[paragraph, [215.0, 2977.0, 1824.0, 52.5], ACqn3dKbnE, 5691631]
[paragraph, [206.0, 3088.0, 968.0, 52.5], nRXZT5tHY0, 5691631]
[paragraph, [225.0, 3164.0, 1793.0, 52.5], HKN0A91dbS, 5691631]
[paragraph, [225.0, 3216.5, 1793.0, 52.5], HKN0A91dbS, 5691631]
[paragraph, [225.0, 3269.0, 1793.0, 52.5], HKN0A91dbS, 5691631]
