[1787, 1218]
[author, [955.0, 252.0, 157.0, 36.0], shoonya_0sVFWO2C902TEH, 5651578]
[section-title, [100.0, 298.0, 249.0, 49.5], b4womLmA_k, 5651578]
[paragraph, [197.0, 438.0, 488.0, 36.0], fvk1Ws3XRB, 5651578]
[paragraph, [197.0, 474.0, 488.0, 36.0], fvk1Ws3XRB, 5651578]
[paragraph, [298.0, 527.0, 532.0, 36.0], yuabcTV6Kb, 5651578]
[paragraph, [298.0, 563.0, 532.0, 36.0], yuabcTV6Kb, 5651578]
[paragraph, [298.0, 599.0, 532.0, 36.0], yuabcTV6Kb, 5651578]
[paragraph, [298.0, 635.0, 532.0, 36.0], yuabcTV6Kb, 5651578]
[paragraph, [298.0, 671.0, 532.0, 36.0], yuabcTV6Kb, 5651578]
[paragraph, [191.0, 705.0, 590.0, 36.0], a6sUlMMmnU, 5651578]
[paragraph, [191.0, 741.0, 590.0, 36.0], a6sUlMMmnU, 5651578]
[paragraph, [191.0, 777.0, 590.0, 36.0], a6sUlMMmnU, 5651578]
[paragraph, [191.0, 813.0, 590.0, 36.0], a6sUlMMmnU, 5651578]
[paragraph, [191.0, 849.0, 590.0, 36.0], a6sUlMMmnU, 5651578]
[paragraph, [296.0, 888.0, 475.0, 36.0], 32izivE1y8, 5651578]
[paragraph, [296.0, 924.0, 475.0, 36.0], 32izivE1y8, 5651578]
[paragraph, [196.0, 976.0, 529.0, 36.0], dW73TOlDhC, 5651578]
[paragraph, [196.0, 1012.0, 529.0, 36.0], dW73TOlDhC, 5651578]
[paragraph, [196.0, 1048.0, 529.0, 36.0], dW73TOlDhC, 5651578]
[paragraph, [196.0, 1084.0, 529.0, 36.0], dW73TOlDhC, 5651578]
[paragraph, [196.0, 1120.0, 529.0, 36.0], dW73TOlDhC, 5651578]
[paragraph, [191.0, 1156.0, 548.0, 36.0], XY3APNxezZ, 5651578]
[paragraph, [191.0, 1192.0, 548.0, 36.0], XY3APNxezZ, 5651578]
[paragraph, [191.0, 1228.0, 548.0, 36.0], XY3APNxezZ, 5651578]
[paragraph, [191.0, 1264.0, 548.0, 36.0], XY3APNxezZ, 5651578]
[paragraph, [191.0, 1300.0, 548.0, 36.0], XY3APNxezZ, 5651578]
[paragraph, [299.0, 1336.0, 481.0, 36.0], h890XjDejA, 5651578]
[paragraph, [299.0, 1372.0, 481.0, 36.0], h890XjDejA, 5651578]
[paragraph, [204.0, 1435.0, 516.0, 36.0], neRaralsTL, 5651578]
[paragraph, [204.0, 1471.0, 516.0, 36.0], neRaralsTL, 5651578]
[paragraph, [204.0, 1507.0, 516.0, 36.0], neRaralsTL, 5651578]
[paragraph, [204.0, 1543.0, 516.0, 36.0], neRaralsTL, 5651578]
[paragraph, [204.0, 1579.0, 516.0, 36.0], neRaralsTL, 5651578]
[footnote, [450.0, 1639.0, 231.0, 36.0], 7oGijDneE7, 5651578]
