[1265, 905]
[chapter-title, [399.0, 65.0, 193.0, 30.0], shoonya_0s401APBFFCS1Q, 5775767]
[paragraph, [169.0, 107.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 125.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 143.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 161.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 179.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 197.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 215.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 233.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 251.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 269.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 287.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [169.0, 305.0, 673.0, 18.0], dFUToXk23Q, 5775767]
[paragraph, [167.0, 336.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 354.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 372.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 390.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 408.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 426.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 444.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 462.0, 673.0, 18.0], RTyxDNpUH2, 5775767]
[paragraph, [167.0, 491.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 509.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 527.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 545.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 563.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 581.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 599.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [167.0, 617.0, 672.0, 18.0], Q__nzw1jnj, 5775767]
[paragraph, [165.0, 647.0, 677.0, 18.0], WZ0Qb1rbjb, 5775767]
[paragraph, [165.0, 665.0, 677.0, 18.0], WZ0Qb1rbjb, 5775767]
[paragraph, [165.0, 683.0, 677.0, 18.0], WZ0Qb1rbjb, 5775767]
[paragraph, [165.0, 701.0, 677.0, 18.0], WZ0Qb1rbjb, 5775767]
[paragraph, [166.0, 727.0, 303.0, 18.0], KuP-iS7CNl, 5775767]
[paragraph, [164.0, 753.0, 668.0, 18.0], N7jLWfRP-q, 5775767]
[paragraph, [164.0, 771.0, 668.0, 18.0], N7jLWfRP-q, 5775767]
[paragraph, [163.0, 802.0, 581.0, 18.0], GRnZJjU3Sd, 5775767]
[paragraph, [161.0, 828.0, 666.0, 18.0], sGShf4h1hp, 5775767]
[paragraph, [161.0, 846.0, 666.0, 18.0], sGShf4h1hp, 5775767]
[paragraph, [161.0, 864.0, 666.0, 18.0], sGShf4h1hp, 5775767]
[paragraph, [161.0, 882.0, 666.0, 18.0], sGShf4h1hp, 5775767]
[paragraph, [160.0, 908.0, 342.0, 18.0], 2DI__nhsz0, 5775767]
[paragraph, [163.0, 936.0, 668.0, 18.0], Y-5LgUN3dT, 5775767]
[paragraph, [163.0, 954.0, 668.0, 18.0], Y-5LgUN3dT, 5775767]
[paragraph, [169.0, 1007.0, 449.0, 18.0], hfRydCG-ME, 5775767]
[paragraph, [171.0, 1039.0, 522.0, 18.0], GRp_QYGo03, 5775767]
[paragraph, [167.0, 1069.0, 673.0, 18.0], LHvAh-X9Jw, 5775767]
[paragraph, [167.0, 1087.0, 673.0, 18.0], LHvAh-X9Jw, 5775767]
