[2241, 1758]
[paragraph, [909.0, 175.0, 765.0, 36.0], shoonya_9sQVDBEMNWN48V, 5653736]
[paragraph, [909.0, 211.0, 765.0, 36.0], shoonya_9sQVDBEMNWN48V, 5653736]
[paragraph, [909.0, 247.0, 765.0, 36.0], shoonya_9sQVDBEMNWN48V, 5653736]
[paragraph, [909.0, 283.0, 765.0, 36.0], shoonya_9sQVDBEMNWN48V, 5653736]
[paragraph, [109.0, 205.0, 756.0, 36.0], shoonya_11sYYG3E457HBD, 5653736]
[paragraph, [109.0, 241.0, 756.0, 36.0], shoonya_11sYYG3E457HBD, 5653736]
[paragraph, [119.0, 291.0, 749.0, 36.0], shoonya_12s8NSZE56GFYB, 5653736]
[paragraph, [119.0, 327.0, 749.0, 36.0], shoonya_12s8NSZE56GFYB, 5653736]
[paragraph, [926.0, 305.0, 746.0, 36.0], shoonya_10sHIZLPVBBKPW, 5653736]
[paragraph, [1087.0, 365.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [1087.0, 401.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [1087.0, 437.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [1087.0, 473.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [1087.0, 509.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [1087.0, 545.0, 579.0, 36.0], shoonya_7sU0LT5MGYEPLO, 5653736]
[paragraph, [115.0, 390.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 426.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 462.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 498.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 534.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 570.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 606.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [115.0, 642.0, 570.0, 36.0], shoonya_3sIAQ6C7BDZ6Y3, 5653736]
[paragraph, [1094.0, 592.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 628.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 664.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 700.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 736.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 772.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [1094.0, 808.0, 573.0, 36.0], shoonya_4s5H82LPP47FJE, 5653736]
[paragraph, [127.0, 711.0, 566.0, 36.0], shoonya_6sQXTJN4OKTG1P, 5653736]
[paragraph, [127.0, 747.0, 566.0, 36.0], shoonya_6sQXTJN4OKTG1P, 5653736]
[paragraph, [127.0, 783.0, 566.0, 36.0], shoonya_6sQXTJN4OKTG1P, 5653736]
[paragraph, [127.0, 819.0, 566.0, 36.0], shoonya_6sQXTJN4OKTG1P, 5653736]
[paragraph, [127.0, 855.0, 566.0, 36.0], shoonya_6sQXTJN4OKTG1P, 5653736]
[paragraph, [894.0, 868.0, 750.0, 36.0], shoonya_8s95PLYDVITA4J, 5653736]
[paragraph, [131.0, 881.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 917.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 953.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 989.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1025.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1061.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1097.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1133.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1169.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [131.0, 1205.0, 763.0, 36.0], shoonya_2sECDD22BOZUI1, 5653736]
[paragraph, [895.0, 914.0, 773.0, 36.0], Z06BP2ct4P, 5653736]
[paragraph, [895.0, 950.0, 773.0, 36.0], Z06BP2ct4P, 5653736]
[paragraph, [895.0, 986.0, 773.0, 36.0], Z06BP2ct4P, 5653736]
[paragraph, [895.0, 1022.0, 773.0, 36.0], Z06BP2ct4P, 5653736]
[contact-info, [1481.0, 1141.0, 199.0, 36.0], unjCD_-O_Y, 5653736]
[section-title, [584.0, 1284.0, 646.0, 52.5], shoonya_14sSSMR9BN6WHS, 5653736]
[paragraph, [926.0, 1396.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1432.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1468.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1504.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1540.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1576.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1612.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1648.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1684.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1720.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1756.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1792.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1828.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1864.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [926.0, 1900.0, 765.0, 36.0], shoonya_1sFVFM5AUIOYSM, 5653736]
[paragraph, [147.0, 1412.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1448.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1484.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1520.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1556.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1592.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1628.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1664.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1700.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1736.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1772.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1808.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1844.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1880.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1916.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1952.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 1988.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 2024.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[paragraph, [147.0, 2060.0, 762.0, 36.0], shoonya_0sYX1EO8F8W1T9, 5653736]
[author, [1102.0, 2028.0, 610.0, 36.0], shoonya_16sHIZ6Y97WBR0, 5653736]
[folio, [838.0, 2118.0, 190.0, 36.0], DhV5qrJjjP, 5653736]
