[2200, 1700]
[section-title, [771.0, 157.0, 245.0, 52.5], shoonya_0s6WWQELTQ5E72, 5714768]
[paragraph, [305.0, 265.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 301.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 337.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 373.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 409.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 445.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 481.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 517.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 553.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 589.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 625.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 661.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 697.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [305.0, 733.0, 1177.0, 36.0], hTHQY8-Gme, 5714768]
[paragraph, [314.0, 818.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 854.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 890.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 926.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 962.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 998.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 1034.0, 1166.0, 36.0], Vui1WSThDK, 5714768]
[paragraph, [314.0, 1111.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1147.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1183.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1219.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1255.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1291.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1327.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1363.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [314.0, 1399.0, 1177.0, 36.0], 1T_wm59KZV, 5714768]
[paragraph, [305.0, 1458.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [305.0, 1494.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [305.0, 1530.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [305.0, 1566.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [305.0, 1602.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [305.0, 1638.0, 1175.0, 36.0], nKJXJ7Ront, 5714768]
[paragraph, [301.0, 1700.0, 1177.0, 36.0], n1j0HvfS3b, 5714768]
[paragraph, [301.0, 1736.0, 1177.0, 36.0], n1j0HvfS3b, 5714768]
[paragraph, [301.0, 1772.0, 1177.0, 36.0], n1j0HvfS3b, 5714768]
[paragraph, [301.0, 1808.0, 1177.0, 36.0], n1j0HvfS3b, 5714768]
[paragraph, [301.0, 1876.0, 1179.0, 36.0], 83Q3E57bSB, 5714768]
[paragraph, [301.0, 1912.0, 1179.0, 36.0], 83Q3E57bSB, 5714768]
[paragraph, [301.0, 1948.0, 1179.0, 36.0], 83Q3E57bSB, 5714768]
