[1818, 1374]
[folio, [640.0, 193.0, 96.0, 36.0], Me7DRowsVo, 5682697]
[paragraph, [698.0, 279.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 315.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 351.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 387.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 423.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 459.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 495.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 531.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 567.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [698.0, 603.0, 568.0, 36.0], shoonya_7s3LZ3IPH0EM1U, 5682697]
[paragraph, [114.0, 280.0, 563.0, 36.0], shoonya_5sK8R57W2HJTKS, 5682697]
[paragraph, [114.0, 316.0, 563.0, 36.0], shoonya_5sK8R57W2HJTKS, 5682697]
[paragraph, [110.0, 404.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 440.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 476.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 512.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 548.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 584.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 620.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 656.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 692.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 728.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 764.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 800.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 836.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 872.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 908.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 944.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 980.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1016.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1052.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1088.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1124.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1160.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1196.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1232.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1268.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1304.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1340.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1376.0, 568.0, 36.0], 21EjH9It6J, 5682697]
[paragraph, [110.0, 1412.0, 568.0, 36.0], 21EjH9It6J, 5682697]
