[1518, 1075]
[figure-caption, [540.0, 101.0, 122.0, 36.0], shoonya_4s4IIIUDFXKTR6, 5721967]
[paragraph, [116.0, 172.0, 425.0, 36.0], shoonya_7sE2GLAWUT8A2E, 5721967]
[paragraph, [116.0, 208.0, 425.0, 36.0], shoonya_7sE2GLAWUT8A2E, 5721967]
[paragraph, [557.0, 172.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 208.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 244.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 280.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 316.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 352.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 388.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 424.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 460.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 496.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 532.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 568.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[paragraph, [557.0, 604.0, 430.0, 36.0], shoonya_0sE1NZ43QPMT2P, 5721967]
[sub-headline, [200.0, 265.0, 257.0, 36.0], shoonya_6sAIRXN9OL1UFV, 5721967]
[paragraph, [114.0, 335.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 371.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 407.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 443.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 479.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 515.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 551.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 587.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 623.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 659.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 695.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 731.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 767.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 803.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 839.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 875.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 911.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 947.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 983.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 1019.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [114.0, 1055.0, 426.0, 36.0], shoonya_2sCQQTJXAAJ1NS, 5721967]
[paragraph, [559.0, 650.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 686.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 722.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 758.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 794.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 830.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 866.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 902.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 938.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 974.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1010.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1046.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1082.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1118.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1154.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1190.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1226.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [559.0, 1262.0, 429.0, 36.0], shoonya_1s1AU82XHI50E9, 5721967]
[paragraph, [114.0, 1146.0, 430.0, 36.0], shoonya_3sZPJVPYQGHU16, 5721967]
[paragraph, [114.0, 1182.0, 430.0, 36.0], shoonya_3sZPJVPYQGHU16, 5721967]
[paragraph, [114.0, 1218.0, 430.0, 36.0], shoonya_3sZPJVPYQGHU16, 5721967]
[paragraph, [114.0, 1254.0, 430.0, 36.0], shoonya_3sZPJVPYQGHU16, 5721967]
[paragraph, [114.0, 1290.0, 430.0, 36.0], shoonya_3sZPJVPYQGHU16, 5721967]
