[1571, 1128]
[paragraph, [558.0, 172.0, 444.0, 36.0], shoonya_9s2DXMB20XRY6O, 6472500]
[paragraph, [558.0, 208.0, 444.0, 36.0], shoonya_9s2DXMB20XRY6O, 6472500]
[paragraph, [101.0, 173.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [101.0, 209.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [101.0, 245.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [101.0, 281.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [101.0, 317.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [101.0, 353.0, 442.0, 36.0], shoonya_6sS4ZR93010KC3, 6472500]
[paragraph, [555.0, 277.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [555.0, 313.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [555.0, 349.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [555.0, 385.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [555.0, 421.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [555.0, 457.0, 444.0, 36.0], shoonya_10sEUYQ2J9RMHR, 6472500]
[paragraph, [100.0, 426.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 462.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 498.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 534.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 570.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 606.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 642.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [100.0, 678.0, 440.0, 36.0], shoonya_4sVVL76CMPSKOK, 6472500]
[paragraph, [556.0, 526.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [556.0, 562.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [556.0, 598.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [556.0, 634.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [556.0, 670.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [556.0, 706.0, 444.0, 36.0], shoonya_2sS2DFWV4JN1JO, 6472500]
[paragraph, [99.0, 724.0, 441.0, 36.0], shoonya_5sDCLWK0IEPUTS, 6472500]
[paragraph, [99.0, 760.0, 441.0, 36.0], shoonya_5sDCLWK0IEPUTS, 6472500]
[paragraph, [99.0, 796.0, 441.0, 36.0], shoonya_5sDCLWK0IEPUTS, 6472500]
[paragraph, [99.0, 832.0, 441.0, 36.0], shoonya_5sDCLWK0IEPUTS, 6472500]
[paragraph, [98.0, 872.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 908.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 944.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 980.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 1016.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 1052.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 1088.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 1124.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [98.0, 1160.0, 443.0, 36.0], shoonya_0sJR5XN65B6JQW, 6472500]
[paragraph, [96.0, 1251.0, 444.0, 36.0], shoonya_1sTXPOYW1DZPPR, 6472500]
[paragraph, [96.0, 1287.0, 444.0, 36.0], shoonya_1sTXPOYW1DZPPR, 6472500]
[paragraph, [96.0, 1323.0, 444.0, 36.0], shoonya_1sTXPOYW1DZPPR, 6472500]
[paragraph, [96.0, 1359.0, 444.0, 36.0], shoonya_1sTXPOYW1DZPPR, 6472500]
[paragraph, [96.0, 1395.0, 444.0, 36.0], shoonya_1sTXPOYW1DZPPR, 6472500]
