[5079, 3626]
[headline, [144.0, 325.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 377.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 430.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 482.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 535.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 587.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 640.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 692.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 745.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 797.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 850.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 902.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 955.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1007.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1060.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1112.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1165.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1217.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1270.0, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[headline, [144.0, 1322.5, 3051.0, 52.5], wVuo7UDGkl, 6473783]
[section-title, [262.0, 2304.0, 1235.0, 93.0], 2mDRVxt222, 6473783]
[section-title, [262.0, 2397.0, 1235.0, 93.0], 2mDRVxt222, 6473783]
[section-title, [262.0, 2490.0, 1235.0, 93.0], 2mDRVxt222, 6473783]
[section-title, [262.0, 2583.0, 1235.0, 93.0], 2mDRVxt222, 6473783]
[unordered-list, [203.0, 2729.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 2781.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 2834.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 2886.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 2939.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 2991.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3044.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3096.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3149.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3201.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3254.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3306.5, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[unordered-list, [203.0, 3359.0, 1054.0, 52.5], QjIh1gyJfH, 6473783]
[contact-info, [135.0, 4386.0, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4438.5, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4491.0, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4543.5, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4596.0, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4648.5, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4701.0, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4753.5, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4806.0, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[contact-info, [135.0, 4858.5, 1376.0, 52.5], E4cU3zXuGy, 6473783]
[website-link, [1619.0, 4745.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
[website-link, [1619.0, 4763.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
[website-link, [1619.0, 4781.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
[website-link, [1619.0, 4799.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
[website-link, [1619.0, 4817.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
[website-link, [1619.0, 4835.0, 833.0, 18.0], JW1uZyQQOr, 6473783]
