[1238, 769]
[paragraph, [72.0, 73.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 91.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 109.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 127.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 145.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 163.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 181.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 199.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 217.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 235.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 253.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 271.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 289.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [72.0, 307.0, 627.0, 18.0], shoonya_0s1TZD64FES1UY, 6469684]
[paragraph, [73.0, 345.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 363.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 381.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 399.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 417.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 435.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 453.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 471.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 489.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 507.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 525.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 543.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 561.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 579.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 597.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 615.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 633.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 651.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 669.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 687.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 705.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 723.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 741.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 759.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 777.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 795.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 813.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 831.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [73.0, 849.0, 627.0, 18.0], shoonya_1s7EAUFFR09VDR, 6469684]
[paragraph, [71.0, 883.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 901.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 919.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 937.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 955.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 973.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 991.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 1009.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 1027.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 1045.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[paragraph, [71.0, 1063.0, 627.0, 18.0], shoonya_2s4IR9CALN57IX, 6469684]
[folio, [592.0, 1103.0, 67.0, 18.0], GjFeBC_Uri, 6469684]
