[1200, 825]
[section-title, [323.0, 312.0, 177.0, 30.0], shoonya_4sNKRXW96RZ1SP, 5690914]
[paragraph, [142.0, 364.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 382.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 400.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 418.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 436.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 454.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 472.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 490.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 508.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 526.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 544.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 562.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 580.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 598.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 616.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 634.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 652.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 670.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 688.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 706.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 724.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 742.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 760.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 778.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [142.0, 796.0, 539.0, 18.0], shoonya_1s61H407C1UPA0, 5690914]
[paragraph, [144.0, 815.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 833.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 851.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 869.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 887.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 905.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 923.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 941.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 959.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 977.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 995.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 1013.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
[paragraph, [144.0, 1031.0, 536.0, 18.0], shoonya_0sZEKXK0T0USUK, 5690914]
