[1736, 1323]
[headline, [147.0, 120.0, 1064.0, 37.5], kgxtpsyt71, 5771329]
[headline, [147.0, 157.5, 1064.0, 37.5], kgxtpsyt71, 5771329]
[headline, [147.0, 195.0, 1064.0, 37.5], kgxtpsyt71, 5771329]
[headline, [147.0, 232.5, 1064.0, 37.5], kgxtpsyt71, 5771329]
[headline, [147.0, 270.0, 1064.0, 37.5], kgxtpsyt71, 5771329]
[headline, [147.0, 307.5, 1064.0, 37.5], kgxtpsyt71, 5771329]
[paragraph, [124.0, 369.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 405.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 441.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 477.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 513.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 549.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [124.0, 585.0, 533.0, 36.0], UvcuezOteo, 5771329]
[paragraph, [667.0, 379.0, 529.0, 36.0], QM9BM54xeD, 5771329]
[paragraph, [667.0, 415.0, 529.0, 36.0], QM9BM54xeD, 5771329]
[paragraph, [642.0, 524.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 560.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 596.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 632.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 668.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 704.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [642.0, 740.0, 543.0, 36.0], uQRtQd2jba, 5771329]
[paragraph, [124.0, 681.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 717.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 753.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 789.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 825.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 861.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 897.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 933.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 969.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 1005.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 1041.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [124.0, 1077.0, 538.0, 36.0], upVmL4MHt7, 5771329]
[paragraph, [656.0, 862.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 898.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 934.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 970.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 1006.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 1042.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [656.0, 1078.0, 536.0, 36.0], ywwDJrVcZ0, 5771329]
[paragraph, [657.0, 1151.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1187.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1223.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1259.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1295.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1331.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [657.0, 1367.0, 538.0, 36.0], 9ZXGxcJkG_, 5771329]
[paragraph, [656.0, 1456.0, 544.0, 36.0], 9GduYTGqEK, 5771329]
[paragraph, [656.0, 1492.0, 544.0, 36.0], 9GduYTGqEK, 5771329]
[folio, [591.0, 1578.0, 155.0, 36.0], Gcpft2vEvM, 5771329]
[folio, [57.0, 1698.0, 209.0, 36.0], shoonya_0sZYYP7YQ7XH50, 5771329]
