[3509, 2482]
[folio, [871.0, 248.0, 480.0, 52.5], MSdu4tkvia, 5691661]
[folio, [871.0, 300.5, 480.0, 52.5], MSdu4tkvia, 5691661]
[paragraph, [217.0, 401.0, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 453.5, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 506.0, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 558.5, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 611.0, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 663.5, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [217.0, 716.0, 1783.0, 52.5], shoonya_1sPQFZ4VXXCA1Z, 5691661]
[paragraph, [276.0, 831.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 883.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 936.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 988.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1041.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1093.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1146.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1198.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1251.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1303.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1356.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1408.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1461.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1513.5, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [276.0, 1566.0, 1650.0, 52.5], S_OEphgpMF, 5691661]
[paragraph, [294.0, 1659.0, 1504.0, 52.5], gCIhDnhpwl, 5691661]
[paragraph, [276.0, 1749.0, 1641.0, 52.5], OxkvW7prJk, 5691661]
[paragraph, [276.0, 1801.5, 1641.0, 52.5], OxkvW7prJk, 5691661]
[paragraph, [276.0, 1854.0, 1641.0, 52.5], OxkvW7prJk, 5691661]
[paragraph, [218.0, 1948.0, 1781.0, 52.5], shoonya_2s17V6EVR7RWF6, 5691661]
[paragraph, [218.0, 2000.5, 1781.0, 52.5], shoonya_2s17V6EVR7RWF6, 5691661]
[paragraph, [218.0, 2053.0, 1781.0, 52.5], shoonya_2s17V6EVR7RWF6, 5691661]
[paragraph, [297.0, 2162.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2214.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2267.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2319.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2372.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2424.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2477.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2529.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2582.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2634.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2687.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2739.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2792.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2844.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2897.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 2949.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3002.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3054.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3107.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3159.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3212.0, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
[paragraph, [297.0, 3264.5, 1596.0, 52.5], shoonya_0s458GYOOJGD7B, 5691661]
