[1518, 1075]
[paragraph, [557.0, 171.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 207.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 243.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 279.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 315.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 351.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 387.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 423.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 459.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 495.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 531.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 567.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 603.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 639.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 675.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 711.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 747.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 783.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [557.0, 819.0, 431.0, 36.0], shoonya_3sRX10IDIR596Y, 5722629]
[paragraph, [115.0, 173.0, 424.0, 36.0], shoonya_7sGQKMXXW5JDX0, 5722629]
[paragraph, [115.0, 209.0, 424.0, 36.0], shoonya_7sGQKMXXW5JDX0, 5722629]
[paragraph, [115.0, 245.0, 424.0, 36.0], shoonya_7sGQKMXXW5JDX0, 5722629]
[paragraph, [115.0, 281.0, 424.0, 36.0], shoonya_7sGQKMXXW5JDX0, 5722629]
[paragraph, [115.0, 336.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 372.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 408.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 444.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 480.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 516.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 552.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 588.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 624.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 660.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 696.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 732.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 768.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [115.0, 804.0, 428.0, 36.0], shoonya_2sLZIE2QJJF8OB, 5722629]
[paragraph, [114.0, 848.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 884.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 920.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 956.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 992.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 1028.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 1064.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [114.0, 1100.0, 431.0, 36.0], shoonya_0sXK89J44T9WOI, 5722629]
[paragraph, [558.0, 885.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 921.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 957.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 993.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1029.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1065.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1101.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1137.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1173.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1209.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
[paragraph, [558.0, 1245.0, 426.0, 36.0], shoonya_1sW9R6D0H5GGAQ, 5722629]
