[1468, 909]
[headline, [376.0, 76.0, 154.0, 25.5], shoonya_4sM5Y41HL220B6, 5769836]
[paragraph, [82.0, 135.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 153.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 171.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 189.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 207.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 225.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 243.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 261.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 279.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [82.0, 297.0, 366.0, 18.0], shoonya_3s32J4B7NAPWV7, 5769836]
[paragraph, [483.0, 142.0, 359.0, 18.0], z-fDGtq8na, 5769836]
[paragraph, [483.0, 160.0, 359.0, 18.0], z-fDGtq8na, 5769836]
[paragraph, [483.0, 178.0, 359.0, 18.0], z-fDGtq8na, 5769836]
[paragraph, [453.0, 196.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [453.0, 214.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [453.0, 232.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [453.0, 250.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [453.0, 268.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [453.0, 286.0, 379.0, 18.0], KjgoRFY3M5, 5769836]
[paragraph, [78.0, 318.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [78.0, 336.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [78.0, 354.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [78.0, 372.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [78.0, 390.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [78.0, 408.0, 372.0, 18.0], 9di1Q4jVeK, 5769836]
[paragraph, [463.0, 318.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[paragraph, [463.0, 336.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[paragraph, [463.0, 354.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[paragraph, [463.0, 372.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[paragraph, [463.0, 390.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[paragraph, [463.0, 408.0, 360.0, 18.0], shoonya_1sZQ914TVBUPTL, 5769836]
[section-title, [71.0, 432.0, 234.0, 30.0], PS2gknsF9N, 5769836]
[paragraph, [465.0, 437.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 455.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 473.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 491.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 509.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 527.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [465.0, 545.0, 358.0, 18.0], shoonya_0sCUKHVPHBF6N2, 5769836]
[paragraph, [96.0, 465.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [96.0, 483.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [96.0, 501.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [96.0, 519.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [96.0, 537.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [96.0, 555.0, 344.0, 18.0], Ci38A-6RWi, 5769836]
[paragraph, [81.0, 578.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 596.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 614.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 632.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 650.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 668.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 686.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 704.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 722.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 740.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 758.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 776.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 794.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 812.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 830.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 848.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 866.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [81.0, 884.0, 359.0, 18.0], h8E0giE84m, 5769836]
[paragraph, [463.0, 579.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 597.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 615.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 633.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 651.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 669.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [463.0, 687.0, 361.0, 18.0], shoonya_2sNZH0JPZBRF0M, 5769836]
[paragraph, [458.0, 715.0, 375.0, 18.0], QzX-6gPyCL, 5769836]
[paragraph, [458.0, 733.0, 375.0, 18.0], QzX-6gPyCL, 5769836]
[paragraph, [458.0, 751.0, 375.0, 18.0], QzX-6gPyCL, 5769836]
[paragraph, [451.0, 774.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 792.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 810.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 828.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 846.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 864.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 882.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 900.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [451.0, 918.0, 390.0, 18.0], WVjeECJSht, 5769836]
[paragraph, [73.0, 888.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [73.0, 906.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [73.0, 924.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [73.0, 942.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [73.0, 960.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [73.0, 978.0, 377.0, 18.0], qKZIcdrFQB, 5769836]
[paragraph, [455.0, 950.0, 385.0, 18.0], JsGn0bxlf4, 5769836]
[paragraph, [455.0, 968.0, 385.0, 18.0], JsGn0bxlf4, 5769836]
[paragraph, [455.0, 986.0, 385.0, 18.0], JsGn0bxlf4, 5769836]
[paragraph, [100.0, 1010.0, 326.0, 18.0], THUIlNxN6_, 5769836]
[paragraph, [100.0, 1028.0, 326.0, 18.0], THUIlNxN6_, 5769836]
[paragraph, [100.0, 1046.0, 326.0, 18.0], THUIlNxN6_, 5769836]
[paragraph, [448.0, 1013.0, 391.0, 18.0], -reXKmUcs0, 5769836]
[paragraph, [448.0, 1031.0, 391.0, 18.0], -reXKmUcs0, 5769836]
[paragraph, [448.0, 1049.0, 391.0, 18.0], -reXKmUcs0, 5769836]
[paragraph, [457.0, 1069.0, 375.0, 18.0], aZRK-QEgNb, 5769836]
[paragraph, [457.0, 1087.0, 375.0, 18.0], aZRK-QEgNb, 5769836]
[paragraph, [457.0, 1105.0, 375.0, 18.0], aZRK-QEgNb, 5769836]
[paragraph, [91.0, 1073.0, 304.0, 18.0], -oRKgN5eJ0, 5769836]
[paragraph, [91.0, 1091.0, 304.0, 18.0], -oRKgN5eJ0, 5769836]
[paragraph, [86.0, 1126.0, 312.0, 18.0], PkBvNWjgMk, 5769836]
[paragraph, [86.0, 1144.0, 312.0, 18.0], PkBvNWjgMk, 5769836]
[paragraph, [86.0, 1162.0, 312.0, 18.0], PkBvNWjgMk, 5769836]
[paragraph, [453.0, 1132.0, 358.0, 18.0], zQ3WMwBpzG, 5769836]
[paragraph, [453.0, 1150.0, 358.0, 18.0], zQ3WMwBpzG, 5769836]
[paragraph, [453.0, 1168.0, 358.0, 18.0], zQ3WMwBpzG, 5769836]
[paragraph, [70.0, 1183.0, 337.0, 18.0], 9122lYFgrZ, 5769836]
[paragraph, [70.0, 1201.0, 337.0, 18.0], 9122lYFgrZ, 5769836]
[paragraph, [70.0, 1219.0, 337.0, 18.0], 9122lYFgrZ, 5769836]
[paragraph, [445.0, 1185.0, 282.0, 18.0], c7uqkoGZCr, 5769836]
[paragraph, [445.0, 1215.0, 382.0, 18.0], JhMvxcWyF3, 5769836]
[paragraph, [445.0, 1233.0, 382.0, 18.0], JhMvxcWyF3, 5769836]
[paragraph, [445.0, 1251.0, 382.0, 18.0], JhMvxcWyF3, 5769836]
[paragraph, [445.0, 1269.0, 382.0, 18.0], JhMvxcWyF3, 5769836]
[paragraph, [69.0, 1236.0, 372.0, 18.0], AqArrUc4lS, 5769836]
[paragraph, [69.0, 1254.0, 372.0, 18.0], AqArrUc4lS, 5769836]
[paragraph, [71.0, 1265.0, 350.0, 18.0], hh2RM1CSh-, 5769836]
[paragraph, [71.0, 1283.0, 350.0, 18.0], hh2RM1CSh-, 5769836]
[section-title, [68.0, 1297.0, 268.0, 30.0], 3WV7wQokZL, 5769836]
[paragraph, [453.0, 1300.0, 380.0, 18.0], 070qnhlLjv, 5769836]
[paragraph, [453.0, 1318.0, 380.0, 18.0], 070qnhlLjv, 5769836]
[paragraph, [453.0, 1336.0, 380.0, 18.0], 070qnhlLjv, 5769836]
[paragraph, [453.0, 1354.0, 380.0, 18.0], 070qnhlLjv, 5769836]
[paragraph, [453.0, 1372.0, 380.0, 18.0], 070qnhlLjv, 5769836]
[paragraph, [98.0, 1330.0, 345.0, 18.0], _-3wRuXy20, 5769836]
[paragraph, [98.0, 1348.0, 345.0, 18.0], _-3wRuXy20, 5769836]
[paragraph, [98.0, 1366.0, 345.0, 18.0], _-3wRuXy20, 5769836]
